grn_line_id,grn_id,po_line_id,item_id,qty_received,quality_status
7640,1792,7758,580,282,Good Condition
7641,1793,7764,210,63,Good Condition
7642,1793,7765,255,18,Good Condition
7643,1793,7766,392,194,Good Condition
7644,1793,7767,550,68,Good Condition
7645,1793,7768,175,265,Good Condition
7646,1793,7769,153,356,Good Condition
7647,1794,7770,531,246,Service Accepted
7648,1794,7771,44,379,Good Condition
7649,1794,7772,55,57,Service Accepted
7650,1795,7773,185,380,Good Condition
7651,1795,7774,111,88,Good Condition
7652,1795,7775,410,439,Good Condition
7653,1795,7776,446,235,Good Condition
7654,1795,7777,305,78,Good Condition
7655,1795,7778,462,371,Good Condition
7656,1796,7779,165,368,Good Condition
7657,1796,7780,538,258,Good Condition
7658,1796,7781,558,180,Good Condition
7659,1797,7782,551,440,Good Condition
7660,1798,7783,414,226,Service Accepted
7661,1799,7784,170,391,Good Condition
7662,1799,7785,287,323,Good Condition
7663,1799,7786,541,217,Good Condition
7664,1799,7787,489,266,Good Condition
7665,1799,7788,239,287,Good Condition
7666,1800,7789,565,47,Good Condition
7667,1800,7790,582,296,Good Condition
7668,1800,7791,442,102,Good Condition
7669,1800,7792,446,114,Good Condition
7670,1800,7793,158,323,Good Condition
7671,1800,7794,514,105,Good Condition
7672,1801,7795,70,140,Good Condition
7673,1801,7796,60,45,Good Condition
7674,1801,7797,598,348,Good Condition
7675,1801,7798,111,415,Good Condition
7676,1801,7799,317,359,Good Condition
7677,1801,7800,553,223,Good Condition
7678,1801,7801,462,462,Good Condition
7679,1801,7802,583,99,Good Condition
7680,1802,7803,399,42,Good Condition
7681,1802,7804,513,251,Good Condition
7682,1802,7805,293,118,Good Condition
7683,1802,7806,275,327,Good Condition
7684,1802,7807,306,256,Good Condition
7685,1802,7808,211,342,Good Condition
7686,1803,7809,293,233,Good Condition
7687,1803,7810,577,245,Good Condition
7688,1803,7811,319,90,Good Condition
7689,1803,7812,445,333,Good Condition
7690,1803,7813,15,298,Good Condition
7691,1803,7814,301,181,Good Condition
7692,1804,7815,395,316,Good Condition
7693,1804,7816,407,348,Good Condition
7694,1804,7817,8,67,Good Condition
7695,1804,7818,534,433,Good Condition
7696,1804,7819,396,81,Good Condition
7697,1804,7820,242,42,Good Condition
7698,1805,7821,505,265,Good Condition
7699,1805,7822,491,242,Good Condition
7700,1805,7823,185,488,Good Condition
7701,1805,7824,89,388,Good Condition
7702,1806,7825,317,385,Good Condition
7703,1807,7826,340,474,Good Condition
7704,1807,7827,392,66,Good Condition
7705,1807,7828,410,434,Good Condition
7706,1807,7829,255,307,Good Condition
7707,1808,7830,544,291,Good Condition
7708,1808,7831,532,402,Service Accepted
7709,1808,7832,531,172,Service Accepted
7710,1808,7833,44,281,Good Condition
7711,1809,7834,48,421,Good Condition
7712,1809,7835,439,415,Good Condition
7713,1809,7836,122,376,Good Condition
7714,1809,7837,251,259,Good Condition
7715,1809,7838,125,179,Good Condition
7716,1810,7839,348,411,Service Accepted
7717,1810,7840,402,32,Service Disputed
7718,1810,7841,475,175,Service Accepted
7719,1810,7842,258,278,Service Accepted
7720,1810,7843,183,286,Service Accepted
7721,1811,7844,580,128,Good Condition
7722,1811,7845,324,326,Good Condition
7723,1811,7846,48,241,Good Condition
7724,1811,7847,89,392,Good Condition
7725,1811,7848,172,383,Good Condition
7726,1812,7849,441,302,Good Condition
7727,1812,7850,593,44,Good Condition
7728,1812,7851,508,90,Good Condition
7729,1812,7852,541,277,Good Condition
7730,1812,7853,512,300,Good Condition
7731,1812,7854,377,373,Good Condition
7732,1813,7855,133,156,Service Accepted
7733,1813,7856,199,172,Service Accepted
7734,1813,7857,94,425,Service Accepted
7735,1813,7858,68,234,Service Accepted
7736,1814,7859,424,283,Good Condition
7737,1814,7860,282,301,Good Condition
7738,1814,7861,570,10,Good Condition
7739,1814,7862,396,280,Good Condition
7740,1814,7863,486,341,Good Condition
7741,1814,7864,596,21,Good Condition
7742,1815,7865,126,365,Good Condition
7743,1816,7866,159,220,Good Condition
7744,1816,7867,151,220,Good Condition
7745,1816,7868,113,349,Good Condition
7746,1816,7869,535,230,Good Condition
7747,1816,7870,9,33,Good Condition
7748,1816,7871,179,261,Good Condition
7749,1816,7872,275,249,Good Condition
7750,1817,7873,39,365,Service Accepted
7751,1817,7874,218,454,Good Condition
7752,1817,7875,599,369,Good Condition
7753,1817,7876,286,368,Good Condition
7754,1818,7877,444,221,Good Condition
7755,1818,7878,400,19,Good Condition
7756,1818,7879,259,291,Good Condition
7757,1819,7880,568,466,Good Condition
7758,1819,7881,558,351,Good Condition
7759,1819,7882,476,473,Good Condition
7760,1820,7883,25,496,Good Condition
7761,1820,7884,396,374,Good Condition
7762,1820,7885,486,488,Good Condition
7763,1820,7886,424,216,Good Condition
7764,1821,7887,378,344,Service Accepted
7765,1821,7888,156,38,Service Accepted
7766,1822,7889,543,192,Good Condition
7767,1822,7890,50,168,Good Condition
7768,1822,7891,300,199,Good Condition
7769,1822,7892,568,471,Good Condition
7770,1822,7893,558,191,Good Condition
7771,1823,7894,505,332,Good Condition
7772,1823,7895,47,111,Good Condition
7773,1824,7896,122,469,Good Condition
7774,1824,7897,48,30,Good Condition
7775,1824,7898,28,477,Good Condition
7776,1824,7899,125,395,Good Condition
7777,1824,7900,251,332,Good Condition
7778,1825,7901,340,202,Good Condition
7779,1825,7902,392,244,Good Condition
7780,1825,7903,317,313,Good Condition
7781,1825,7904,210,16,Good Condition
7782,1826,7905,599,99,Good Condition
7783,1826,7906,218,294,Good Condition
7784,1826,7907,286,201,Good Condition
7785,1826,7908,39,60,Service Accepted
7786,1826,7909,466,460,Good Condition
7787,1827,7910,445,59,Good Condition
7788,1827,7911,541,284,Good Condition
7789,1827,7912,70,105,Good Condition
7790,1827,7913,424,214,Dead on Arrival (DOA)
7791,1827,7914,450,399,Good Condition
7792,1827,7915,308,179,Good Condition
7793,1828,7916,87,109,Good Condition
7794,1828,7917,508,256,Good Condition
7795,1828,7918,41,358,Good Condition
7796,1828,7919,202,142,Good Condition
7797,1828,7920,489,116,Good Condition
7798,1828,7921,570,15,Good Condition
7799,1828,7922,449,213,Good Condition
7800,1829,7923,536,396,Good Condition
7801,1829,7924,261,86,Good Condition
7802,1829,7925,133,14,Service Accepted
7803,1829,7926,118,456,Service Accepted
7804,1830,7927,317,184,Good Condition
7805,1830,7928,227,381,Good Condition
7806,1830,7929,541,390,Good Condition
7807,1830,7930,359,211,Good Condition
7808,1830,7931,375,355,Good Condition
7809,1831,7932,582,267,Good Condition
7810,1831,7933,70,155,Good Condition
7811,1831,7934,102,206,Good Condition
7812,1832,7935,591,30,Good Condition
7813,1832,7936,244,329,Good Condition
7814,1832,7937,129,53,Good Condition
7815,1832,7938,499,391,Good Condition
7816,1833,7939,493,253,Good Condition
7817,1834,7940,488,494,Good Condition
7818,1834,7941,115,117,Good Condition
7819,1834,7942,70,48,Good Condition
7820,1835,7943,102,362,Good Condition
7821,1835,7944,598,296,Good Condition
7822,1835,7945,469,338,Good Condition
7823,1835,7946,600,271,Good Condition
7824,1835,7947,167,306,Good Condition
7825,1835,7948,474,214,Good Condition
7826,1836,7949,35,21,Service Accepted
7827,1836,7950,575,202,Service Accepted
7828,1836,7951,434,443,Service Accepted
7829,1836,7952,46,149,Service Accepted
7830,1836,7953,295,62,Service Accepted
7831,1837,7954,560,165,Good Condition
7832,1837,7955,242,78,Good Condition
7833,1837,7956,407,60,Good Condition
7834,1837,7957,185,216,Good Condition
7835,1837,7958,203,16,Good Condition
7836,1837,7959,543,96,Good Condition
7837,1837,7960,534,381,Good Condition
7838,1837,7961,395,331,Good Condition
7839,1838,7962,167,102,Good Condition
7840,1838,7963,89,119,Good Condition
7841,1839,7964,460,472,Good Condition
7842,1839,7965,433,204,Good Condition
7843,1839,7966,419,257,Good Condition
7844,1839,7967,524,305,Good Condition
7845,1839,7968,493,164,Good Condition
7846,1840,7969,396,94,Good Condition
7847,1840,7970,81,213,Good Condition
7848,1840,7971,486,34,Good Condition
7849,1841,7972,304,356,Screen Damaged
7850,1841,7973,244,156,Good Condition
7851,1841,7974,170,32,Good Condition
7852,1842,7975,440,335,Good Condition
7853,1842,7976,460,39,Good Condition
7854,1842,7977,62,112,Good Condition
7855,1842,7978,562,415,Good Condition
7856,1843,7979,286,30,Good Condition
7857,1843,7980,466,484,Good Condition
7858,1843,7981,599,238,Good Condition
7859,1843,7982,332,472,Good Condition
7860,1844,7983,507,396,Good Condition
7861,1844,7984,561,20,Service Incomplete
7862,1844,7985,503,292,Service Accepted
7863,1844,7986,261,325,Good Condition
7864,1844,7987,536,36,Good Condition
7865,1844,7988,1,201,Good Condition
7866,1845,7989,515,292,Good Condition
7867,1845,7990,407,478,Good Condition
7868,1845,7991,53,177,Good Condition
7869,1845,7992,179,45,Good Condition
7870,1845,7993,582,285,Good Condition
7871,1845,7994,217,123,Good Condition
7872,1846,7995,490,279,Good Condition
7873,1846,7996,236,489,Good Condition
7874,1846,7997,308,23,Good Condition
7875,1847,7998,493,145,Good Condition
7876,1847,7999,21,339,Good Condition
7877,1847,8000,483,170,Good Condition
7878,1847,8001,360,294,Good Condition
7879,1848,8002,287,207,Good Condition
7880,1848,8003,141,250,Good Condition
7881,1848,8004,194,233,Good Condition
7882,1848,8005,474,257,Good Condition
7883,1848,8006,550,414,Good Condition
7884,1848,8007,572,117,Good Condition
7885,1849,8008,235,358,Good Condition
7886,1850,8010,236,488,Good Condition
7887,1850,8011,370,483,Good Condition
7888,1850,8012,50,75,Good Condition
7889,1850,8013,243,23,Good Condition
7890,1850,8014,62,26,Good Condition
7891,1851,8015,438,477,Good Condition
7892,1851,8016,78,197,Good Condition
7893,1852,8017,240,381,Good Condition
7894,1852,8018,541,497,Good Condition
7895,1852,8019,316,405,Good Condition
7896,1852,8020,450,186,Good Condition
7897,1852,8021,449,204,Good Condition
7898,1852,8022,238,141,Good Condition
7899,1852,8023,432,319,Good Condition
7900,1852,8024,598,481,Good Condition
7901,1853,8025,416,68,Good Condition
7902,1853,8026,474,216,Good Condition
7903,1854,8027,316,47,Good Condition
7904,1854,8028,215,135,Good Condition
7905,1854,8029,330,454,Good Condition
7906,1854,8030,285,440,Good Condition
7907,1854,8031,153,37,Good Condition
7908,1855,8032,47,106,Good Condition
7909,1855,8033,372,140,Wrong Item Sent
7910,1856,8034,237,401,Good Condition
7911,1856,8035,264,86,Good Condition
7912,1856,8036,318,489,Good Condition
7913,1856,8037,357,123,Good Condition
7914,1857,8038,387,171,Service Accepted
7915,1857,8039,120,42,Good Condition
7916,1857,8040,270,68,Good Condition
7917,1857,8041,320,408,Good Condition
7918,1857,8042,437,263,Service Accepted
7919,1857,8043,245,301,Good Condition
7920,1858,8044,23,130,Good Condition
7921,1858,8045,574,129,Good Condition
7922,1858,8046,236,111,Good Condition
7923,1858,8047,578,80,Good Condition
7924,1858,8048,211,462,Good Condition
7925,1858,8049,392,148,Good Condition
7926,1859,8050,270,127,Good Condition
7927,1859,8051,168,239,Good Condition
7928,1859,8052,320,132,Good Condition
7929,1859,8053,500,81,Good Condition
7930,1859,8054,429,370,Good Condition
7931,1860,8055,371,175,Good Condition
7932,1860,8056,393,490,Good Condition
7933,1860,8057,141,498,Good Condition
7934,1860,8058,194,410,Good Condition
7935,1861,8059,304,67,Good Condition
7936,1861,8060,493,433,Good Condition
7937,1861,8061,119,316,Good Condition
7938,1861,8062,551,333,Good Condition
7939,1861,8063,565,209,Good Condition
7940,1861,8064,456,461,Good Condition
7941,1861,8065,578,436,Good Condition
7942,1862,8066,127,202,Good Condition
7943,1862,8067,524,294,Good Condition
7944,1862,8068,236,442,Good Condition
7945,1862,8069,439,278,Good Condition
7946,1862,8070,211,497,Good Condition
7947,1862,8071,59,330,Good Condition
7948,1863,8072,438,357,Good Condition
7949,1864,8073,301,304,Good Condition
7950,1864,8074,359,124,Good Condition
7951,1864,8075,60,169,Rejected - Quality Failure
7952,1864,8076,588,407,Good Condition
7953,1865,8077,574,371,Good Condition
7954,1865,8078,291,127,Good Condition
7955,1865,8079,334,469,Good Condition
7956,1865,8080,166,197,Good Condition
7957,1866,8081,353,154,Good Condition
7958,1866,8082,313,433,Service Accepted
7959,1866,8083,549,328,Service Accepted
7960,1866,8084,246,233,Good Condition
7961,1866,8085,292,225,Good Condition
7962,1867,8086,319,172,Good Condition
7963,1867,8087,413,488,Good Condition
7964,1868,8088,509,156,Good Condition
7965,1868,8089,125,340,Good Condition
7966,1868,8090,471,254,Good Condition
7967,1868,8091,469,370,Good Condition
7968,1868,8092,48,113,Good Condition
7969,1868,8093,439,454,Good Condition
7970,1869,8094,425,11,Good Condition
7971,1869,8095,230,27,Good Condition
7972,1869,8096,476,106,Good Condition
7973,1869,8097,445,72,Good Condition
7974,1869,8098,38,71,Good Condition
7975,1869,8099,588,248,Good Condition
7976,1869,8100,354,213,Good Condition
7977,1869,8101,375,122,Good Condition
7978,1870,8102,391,155,Good Condition
7979,1870,8103,43,39,Good Condition
7980,1870,8104,255,258,Good Condition
7981,1871,8105,558,500,Good Condition
7982,1871,8106,70,453,Good Condition
7983,1871,8107,9,427,Good Condition
7984,1872,8108,51,107,Service Accepted
7985,1872,8109,177,350,Service Accepted
7986,1872,8110,289,66,Service Accepted
7987,1872,8111,220,20,Service Accepted
7988,1872,8112,501,72,Service Accepted
7989,1873,8113,74,460,Dead on Arrival (DOA)
7990,1873,8114,481,150,Dead on Arrival (DOA)
7991,1873,8115,321,438,Good Condition
7992,1873,8116,91,422,Good Condition
7993,1873,8117,407,229,Good Condition
7994,1874,8118,509,385,Good Condition
7995,1874,8119,311,480,Good Condition
7996,1874,8120,494,377,Good Condition
7997,1874,8121,70,336,Good Condition
7998,1874,8122,469,270,Good Condition
7999,1875,8123,321,313,Good Condition
8000,1875,8124,481,381,Good Condition
8001,1875,8125,407,84,Good Condition
8002,1875,8126,74,38,Good Condition
8003,1875,8127,372,396,Good Condition
8004,1876,8128,597,250,Good Condition
8005,1876,8129,285,150,Good Condition
8006,1876,8130,129,141,Good Condition
8007,1876,8131,205,305,Good Condition
8008,1877,8132,192,153,Good Condition
8009,1877,8133,553,454,Good Condition
8010,1877,8134,521,44,Good Condition
8011,1878,8135,200,286,Service Accepted
8012,1878,8136,451,221,Service Accepted
8013,1878,8137,498,87,Service Accepted
8014,1878,8138,131,20,Service Accepted
8015,1878,8139,367,372,Service Accepted
8016,1879,8140,33,271,Good Condition
8017,1879,8141,571,37,Good Condition
8018,1880,8142,476,293,Good Condition
8019,1880,8143,572,363,Good Condition
8020,1880,8144,357,241,Good Condition
8021,1880,8145,242,417,Good Condition
8022,1880,8146,264,297,Good Condition
8023,1880,8147,556,274,Good Condition
8024,1881,8148,255,44,Good Condition
8025,1881,8149,89,170,Good Condition
8026,1881,8150,222,76,Good Condition
8027,1881,8151,170,57,Good Condition
8028,1881,8152,71,18,Good Condition
8029,1882,8153,368,421,Good Condition
8030,1883,8154,275,96,Good Condition
8031,1883,8155,566,199,Good Condition
8032,1884,8156,359,403,Good Condition
8033,1884,8157,232,258,Good Condition
8034,1884,8158,273,52,Good Condition
8035,1884,8159,505,353,Good Condition
8036,1885,8160,238,148,Good Condition
8037,1886,8161,345,167,Good Condition
8038,1886,8162,582,65,Good Condition
8039,1886,8163,514,13,Good Condition
8040,1886,8164,189,314,Good Condition
8041,1887,8165,542,488,Good Condition
8042,1887,8166,187,288,Good Condition
8043,1887,8167,25,265,Good Condition
8044,1887,8168,580,46,Good Condition
8045,1888,8169,23,74,Good Condition
8046,1888,8170,426,344,Dead on Arrival (DOA)
8047,1888,8171,77,96,Good Condition
8048,1889,8172,217,127,Good Condition
8049,1889,8173,530,82,Good Condition
8050,1889,8174,318,319,Good Condition
8051,1889,8175,23,121,Dead on Arrival (DOA)
8052,1890,8176,249,424,Good Condition
8053,1890,8177,232,336,Good Condition
8054,1891,8178,194,314,Good Condition
8055,1891,8179,513,137,Good Condition
8056,1891,8180,591,265,Good Condition
8057,1891,8181,42,168,Good Condition
8058,1891,8182,499,426,Good Condition
8059,1891,8183,598,321,Good Condition
8060,1892,8184,249,498,Good Condition
8061,1892,8185,87,425,Good Condition
8062,1893,8186,258,266,Service Accepted
8063,1893,8187,51,239,Service Accepted
8064,1893,8188,83,79,Good Condition
8065,1894,8189,577,303,Good Condition
8066,1894,8190,462,471,Good Condition
8067,1894,8191,264,158,Good Condition
8068,1895,8192,114,337,Service Accepted
8069,1895,8193,46,88,Service Accepted
8070,1895,8194,177,204,Service Accepted
8071,1895,8195,540,163,Service Accepted
8072,1896,8196,514,373,Good Condition
8073,1896,8197,167,453,Good Condition
8074,1896,8198,562,73,Good Condition
8075,1896,8199,345,33,Good Condition
8076,1896,8200,572,410,Good Condition
8077,1896,8201,372,181,Good Condition
8078,1897,8202,597,403,Good Condition
8079,1897,8203,110,279,Good Condition
8080,1897,8204,308,391,Good Condition
8081,1898,8205,493,284,Good Condition
8082,1898,8206,396,45,Good Condition
8083,1898,8207,419,336,Good Condition
8084,1898,8208,440,346,Good Condition
8085,1898,8209,483,159,Good Condition
8086,1898,8210,433,451,Good Condition
8087,1898,8211,70,395,Good Condition
8088,1898,8212,481,151,Good Condition
8089,1899,8213,91,216,Good Condition
8090,1899,8214,517,70,Good Condition
8091,1899,8215,439,37,Good Condition
8092,1899,8216,251,493,Good Condition
8093,1899,8217,422,320,Good Condition
8094,1900,8218,9,359,Good Condition
8095,1900,8219,129,446,Good Condition
8096,1900,8220,366,55,Good Condition
8097,1900,8221,534,456,Good Condition
8098,1900,8222,43,141,Good Condition
8099,1900,8223,375,439,Good Condition
8100,1900,8224,363,234,Good Condition
8101,1900,8225,317,258,Good Condition
8102,1901,8226,255,490,Good Condition
8103,1901,8227,15,461,Good Condition
8104,1901,8228,570,316,Good Condition
8105,1902,8229,597,481,Good Condition
8106,1903,8230,157,457,Good Condition
8107,1903,8231,424,18,Good Condition
8108,1903,8232,577,404,Packaging Damaged
8109,1903,8233,125,444,Good Condition
8110,1903,8234,375,385,Good Condition
8111,1904,8235,251,145,Good Condition
8112,1904,8236,141,199,Screen Damaged
8113,1904,8237,80,334,Good Condition
8114,1904,8238,371,118,Good Condition
8115,1904,8239,43,340,Good Condition
8116,1905,8240,289,403,Service Accepted
8117,1905,8241,199,109,Service Accepted
8118,1905,8242,467,104,Service Accepted
8119,1905,8243,276,403,Service Accepted
8120,1905,8244,498,362,Service Accepted
8121,1906,8245,109,354,Good Condition
8122,1906,8246,79,265,Good Condition
8123,1907,8253,475,350,Service Accepted
8124,1907,8254,258,352,Service Accepted
8125,1907,8255,452,409,Service Accepted
8126,1907,8256,241,334,Service Accepted
8127,1907,8257,142,51,Service Accepted
8128,1907,8258,173,96,Service Accepted
8129,1908,8266,599,59,Good Condition
8130,1908,8267,218,134,Good Condition
8131,1908,8268,332,82,Good Condition
8132,1909,8269,244,454,Good Condition
8133,1909,8270,312,394,Good Condition
8134,1909,8271,469,50,Good Condition
8135,1909,8272,311,56,Good Condition
8136,1909,8273,205,145,Good Condition
8137,1910,8274,19,498,Service Accepted
8138,1910,8275,35,441,Service Accepted
8139,1910,8276,95,64,Service Accepted
8140,1910,8277,241,432,Service Accepted
8141,1911,8278,177,61,Service Accepted
8142,1911,8279,434,259,Service Accepted
8143,1911,8280,575,282,Service Accepted
8144,1911,8281,114,166,Service Accepted
8145,1911,8282,163,442,Service Accepted
8146,1911,8283,540,493,Service Accepted
8147,1911,8284,573,494,Service Disputed
8148,1911,8285,414,246,Service Accepted
8149,1912,8286,535,168,Good Condition
8150,1913,8287,456,150,Good Condition
8151,1913,8288,530,33,Good Condition
8152,1913,8289,515,275,Good Condition
8153,1914,8290,203,26,Good Condition
8154,1915,8291,311,360,Good Condition
8155,1915,8292,494,343,Good Condition
8156,1916,8293,42,295,Good Condition
8157,1916,8294,488,18,Good Condition
8158,1916,8295,462,260,Packaging Damaged
8159,1917,8296,556,377,Good Condition
8160,1917,8297,23,279,Good Condition
8161,1917,8298,300,49,Good Condition
8162,1917,8299,392,438,Good Condition
8163,1918,8300,509,241,Good Condition
8164,1918,8301,244,238,Good Condition
8165,1919,8302,39,311,Service Accepted
8166,1919,8303,332,34,Good Condition
8167,1920,8304,60,157,Good Condition
8168,1920,8305,424,217,Good Condition
8169,1920,8306,301,209,Good Condition
8170,1920,8307,197,410,Good Condition
8171,1920,8308,550,480,Good Condition
8172,1920,8309,510,254,Dead on Arrival (DOA)
8173,1920,8310,375,332,Good Condition
8174,1921,8311,571,202,Good Condition
8175,1921,8312,53,381,Good Condition
8176,1921,8313,33,345,Good Condition
8177,1921,8314,26,108,Good Condition
8178,1921,8315,368,101,Good Condition
8179,1922,8316,114,495,Service Accepted
8180,1922,8317,295,384,Service Incomplete
8181,1922,8318,177,342,Service Accepted
8182,1922,8319,575,123,Service Accepted
8183,1922,8320,35,17,Service Accepted
8184,1922,8321,487,326,Service Incomplete
8185,1923,8322,306,481,Good Condition
8186,1923,8323,565,341,Good Condition
8187,1923,8324,535,229,Good Condition
8188,1923,8325,582,363,Good Condition
8189,1923,8326,255,100,Good Condition
8190,1923,8327,15,478,Good Condition
8191,1924,8328,324,87,Good Condition
8192,1924,8329,227,471,Good Condition
8193,1924,8330,582,453,Good Condition
8194,1924,8331,192,19,Good Condition
8195,1924,8332,25,239,Good Condition
8196,1924,8333,243,25,Good Condition
8197,1924,8334,4,120,Good Condition
8198,1924,8335,577,74,Good Condition
8199,1925,8336,54,107,Good Condition
8200,1925,8337,62,237,Good Condition
8201,1925,8338,285,423,Good Condition
8202,1925,8339,232,289,Good Condition
8203,1925,8340,515,266,Good Condition
8204,1925,8341,567,417,Good Condition
8205,1926,8342,244,151,Good Condition
8206,1927,8343,273,81,Good Condition
8207,1927,8344,75,311,Good Condition
8208,1928,8345,242,244,Packaging Damaged
8209,1928,8346,185,248,Good Condition
8210,1928,8347,530,426,Good Condition
8211,1929,8348,85,25,Service Accepted
8212,1930,8349,318,13,Good Condition
8213,1931,8350,147,444,Good Condition
8214,1931,8351,222,221,Good Condition
8215,1932,8352,396,220,Good Condition
8216,1932,8353,424,401,Good Condition
8217,1932,8354,570,120,Good Condition
8218,1932,8355,282,439,Good Condition
8219,1933,8356,232,169,Good Condition
8220,1933,8357,391,241,Good Condition
8221,1933,8358,591,158,Good Condition
8222,1933,8359,593,263,Good Condition
8223,1934,8360,480,164,Good Condition
8224,1934,8361,251,292,Good Condition
8225,1934,8362,565,263,Good Condition
8226,1934,8363,597,410,Good Condition
8227,1935,8364,577,148,Good Condition
8228,1935,8365,205,406,Good Condition
8229,1935,8366,103,370,Good Condition
8230,1935,8367,542,491,Good Condition
8231,1935,8368,324,154,Good Condition
8232,1935,8369,596,34,Good Condition
8233,1936,8370,42,275,Good Condition
8234,1936,8371,570,21,Good Condition
8235,1936,8372,488,376,Good Condition
8236,1937,8373,582,214,Good Condition
8237,1937,8374,176,263,Good Condition
8238,1937,8375,577,97,Good Condition
8239,1938,8376,370,460,Good Condition
8240,1938,8377,493,142,Good Condition
8241,1938,8378,483,213,Good Condition
8242,1938,8379,460,455,Good Condition
8243,1938,8380,81,174,Good Condition
8244,1939,8381,418,275,Good Condition
8245,1939,8382,23,49,Good Condition
8246,1940,8383,562,477,Good Condition
8247,1940,8384,153,467,Good Condition
8248,1940,8385,330,269,Good Condition
8249,1940,8386,243,142,Good Condition
8250,1940,8387,54,348,Good Condition
8251,1941,8388,115,71,Good Condition
8252,1941,8389,497,19,Good Condition
8253,1941,8390,147,51,Good Condition
8254,1941,8391,25,249,Good Condition
8255,1941,8392,556,209,Good Condition
8256,1942,8393,535,315,Good Condition
8257,1942,8394,42,216,Good Condition
8258,1942,8395,237,485,Good Condition
8259,1943,8396,81,390,Good Condition
8260,1943,8397,493,195,Good Condition
8261,1943,8398,481,158,Good Condition
8262,1943,8399,236,374,Good Condition
8263,1944,8405,275,387,Good Condition
8264,1944,8406,433,390,Good Condition
8265,1944,8407,566,277,Good Condition
8266,1944,8408,56,209,Good Condition
8267,1944,8409,375,420,Good Condition
8268,1944,8410,188,169,Good Condition
8269,1945,8411,264,125,Good Condition
8270,1945,8412,483,182,Good Condition
8271,1945,8413,308,16,Good Condition
8272,1945,8414,392,261,Good Condition
8273,1945,8415,300,179,Good Condition
8274,1946,8416,115,299,Good Condition
8275,1946,8417,446,426,Good Condition
8276,1947,8418,469,406,Good Condition
8277,1947,8419,483,424,Packaging Damaged
8278,1947,8420,251,128,Good Condition
8279,1947,8421,550,471,Good Condition
8280,1947,8422,439,190,Good Condition
8281,1947,8423,424,438,Good Condition
8282,1948,8424,78,403,Good Condition
8283,1948,8425,300,205,Good Condition
8284,1948,8426,79,249,Good Condition
8285,1948,8427,438,153,Good Condition
8286,1949,8428,182,290,Good Condition
8287,1949,8429,243,69,Packaging Damaged
8288,1949,8430,390,482,Good Condition
8289,1949,8431,237,114,Good Condition
8290,1949,8432,49,415,Good Condition
8291,1949,8433,483,426,Wrong Item Sent
8292,1949,8434,493,422,Good Condition
8293,1950,8435,237,227,Good Condition
8294,1950,8436,335,127,Good Condition
8295,1950,8437,550,449,Good Condition
8296,1951,8438,318,51,Good Condition
8297,1951,8439,146,334,Good Condition
8298,1951,8440,217,295,Good Condition
8299,1951,8441,23,21,Good Condition
8300,1951,8442,87,251,Good Condition
8301,1952,8443,574,316,Good Condition
8302,1952,8444,291,140,Good Condition
8303,1953,8445,87,335,Good Condition
8304,1953,8446,70,9,Wrong Item Sent
8305,1953,8447,583,166,Good Condition
8306,1953,8448,227,470,Good Condition
8307,1953,8449,494,305,Good Condition
8308,1953,8450,12,285,Good Condition
8309,1953,8451,42,240,Good Condition
8310,1953,8452,368,442,Good Condition
8311,1954,8453,185,487,Good Condition
8312,1954,8454,530,262,Good Condition
8313,1954,8455,497,373,Good Condition
8314,1954,8456,244,42,Good Condition
8315,1955,8457,26,48,Good Condition
8316,1955,8458,489,47,Good Condition
8317,1955,8459,444,441,Wrong Item Sent
8318,1955,8460,53,55,Good Condition
8319,1955,8461,119,411,Good Condition
8320,1955,8462,372,448,Good Condition
8321,1956,8463,262,299,Good Condition
8322,1956,8464,393,404,Good Condition
8323,1956,8465,391,232,Good Condition
8324,1956,8466,558,82,Good Condition
8325,1956,8467,202,401,Good Condition
8326,1957,8468,43,316,Good Condition
8327,1957,8469,50,310,Good Condition
8328,1958,8470,524,347,Good Condition
8329,1958,8471,306,40,Good Condition
8330,1958,8472,493,130,Good Condition
8331,1958,8473,568,247,Good Condition
8332,1958,8474,196,431,Good Condition
8333,1959,8475,244,207,Good Condition
8334,1959,8476,29,254,Good Condition
8335,1959,8477,483,31,Good Condition
8336,1960,8478,54,345,Good Condition
8337,1960,8479,550,315,Good Condition
8338,1960,8480,91,486,Good Condition
8339,1960,8481,275,119,Good Condition
8340,1961,8482,258,270,Service Accepted
8341,1961,8483,241,13,Service Accepted
8342,1962,8484,81,231,Good Condition
8343,1963,8485,110,112,Good Condition
8344,1963,8486,82,376,Good Condition
8345,1963,8487,187,178,Good Condition
8346,1963,8488,359,365,Good Condition
8347,1963,8489,372,360,Good Condition
8348,1963,8490,141,269,Good Condition
8349,1963,8491,73,480,Good Condition
8350,1964,8492,62,136,Good Condition
8351,1964,8493,21,55,Good Condition
8352,1964,8494,565,246,Good Condition
8353,1965,8495,446,395,Good Condition
8354,1965,8496,87,392,Good Condition
8355,1965,8497,227,343,Good Condition
8356,1965,8498,377,422,Good Condition
8357,1965,8499,273,178,Good Condition
8358,1966,8500,367,351,Service Accepted
8359,1966,8501,131,60,Service Accepted
8360,1966,8502,200,276,Service Accepted
8361,1966,8503,498,236,Service Accepted
8362,1967,8504,185,71,Good Condition
8363,1967,8505,15,472,Good Condition
8364,1967,8506,48,375,Good Condition
