pr_line_id,pr_id,item_id,qty_requested
3161,1186,71,54
3162,1186,202,15
3163,1186,249,62
3164,1186,239,77
3165,1187,168,8
3166,1187,494,98
3167,1188,239,7
3168,1188,546,41
3169,1188,98,19
3170,1188,100,97
3171,1189,457,33
3172,1189,336,18
3173,1189,554,12
3174,1189,5,37
3175,1190,259,55
3176,1190,162,85
3177,1190,334,80
3178,1191,398,94
3179,1191,268,66
3180,1192,303,87
3181,1192,314,19
3182,1192,585,89
3183,1192,448,28
3184,1192,26,78
3185,1193,436,57
3186,1193,528,23
3187,1194,254,73
3188,1195,220,56
3189,1196,477,34
3190,1196,298,70
3191,1196,587,19
3192,1197,2,77
3193,1197,396,6
3194,1197,119,82
3195,1198,153,54
3196,1198,46,10
3197,1199,183,6
3198,1199,587,22
3199,1200,300,68
3200,1201,422,3
3201,1201,290,73
3202,1202,325,55
3203,1202,21,42
3204,1202,580,33
3205,1202,404,16
3206,1202,349,53
3207,1203,357,66
3208,1203,210,41
3209,1203,569,48
3210,1203,260,40
3211,1204,448,87
3212,1204,189,25
3213,1205,239,93
3214,1205,599,16
3215,1206,239,15
3216,1206,593,24
3217,1206,357,14
3218,1206,562,16
3219,1207,228,64
3220,1207,504,88
3221,1207,104,42
3222,1208,252,32
3223,1208,443,40
3224,1208,498,10
3225,1208,225,20
3226,1209,354,32
3227,1209,41,39
3228,1210,430,61
3229,1210,495,65
3230,1211,108,89
3231,1212,27,11
3232,1212,333,95
3233,1213,487,51
3234,1213,87,78
3235,1213,491,98
3236,1213,572,15
3237,1214,128,99
3238,1214,161,59
3239,1215,423,41
3240,1215,412,78
3241,1215,181,62
3242,1216,149,30
3243,1216,56,42
3244,1216,506,70
3245,1217,534,100
3246,1217,567,46
3247,1218,46,59
3248,1218,221,87
3249,1219,436,94
3250,1219,47,21
3251,1220,488,97
3252,1220,73,18
3253,1221,74,75
3254,1222,340,32
3255,1223,150,46
3256,1223,47,26
3257,1223,346,9
3258,1223,254,54
3259,1223,585,29
3260,1224,189,73
3261,1224,124,23
3262,1224,254,63
3263,1224,45,23
3264,1225,245,92
3265,1225,331,51
3266,1225,238,31
3267,1226,426,38
3268,1227,528,51
3269,1227,32,49
3270,1228,26,14
3271,1228,27,41
3272,1228,481,13
3273,1229,165,5
3274,1230,15,85
3275,1231,113,72
3276,1231,157,13
3277,1231,303,40
3278,1231,533,10
3279,1232,531,77
3280,1232,221,15
3281,1232,14,94
3282,1233,68,47
3283,1234,457,28
3284,1234,337,89
3285,1235,566,2
3286,1235,210,57
3287,1235,353,61
3288,1236,461,40
3289,1237,54,79
3290,1238,487,58
3291,1238,498,19
3292,1239,331,92
3293,1239,365,61
3294,1239,418,56
3295,1239,468,28
3296,1240,414,73
3297,1240,120,66
3298,1240,18,37
3299,1240,541,86
3300,1241,584,15
3301,1241,133,20
3302,1241,241,83
3303,1241,492,72
3304,1242,47,53
3305,1242,360,9
3306,1242,488,20
3307,1242,404,84
3308,1242,305,53
3309,1243,385,59
3310,1243,554,46
3311,1243,27,85
3312,1244,226,10
3313,1244,197,30
3314,1244,266,97
3315,1245,41,40
3316,1245,340,70
3317,1245,153,49
3318,1245,222,44
3319,1245,178,77
3320,1246,55,11
3321,1246,476,68
3322,1246,165,90
3323,1247,490,82
3324,1247,267,20
3325,1247,519,66
3326,1247,65,82
3327,1248,417,45
3328,1248,6,39
3329,1248,64,77
3330,1249,472,95
3331,1249,600,75
3332,1249,404,28
3333,1249,525,40
3334,1250,523,1
3335,1250,355,65
3336,1250,385,72
3337,1250,248,76
3338,1250,19,60
3339,1251,282,81
3340,1251,571,66
3341,1252,140,84
3342,1252,496,88
3343,1253,496,70
3344,1253,376,21
3345,1254,58,93
3346,1254,99,74
3347,1255,131,94
3348,1255,322,32
3349,1255,183,75
3350,1256,274,91
3351,1256,451,61
3352,1256,412,72
3353,1256,401,56
3354,1256,281,61
3355,1257,421,57
3356,1258,279,67
3357,1258,93,98
3358,1258,46,99
3359,1259,338,40
3360,1259,350,17
3361,1260,330,9
3362,1261,541,17
3363,1261,301,89
3364,1261,127,10
3365,1261,155,85
3366,1261,490,34
3367,1262,564,1
3368,1262,22,78
3369,1262,230,89
3370,1263,189,42
3371,1263,38,49
3372,1263,389,90
3373,1264,282,61
3374,1264,113,95
3375,1265,406,4
3376,1265,303,20
3377,1266,496,30
3378,1267,570,17
3379,1267,195,16
3380,1267,246,79
3381,1267,2,79
3382,1268,557,12
3383,1268,584,19
3384,1269,549,46
3385,1269,401,3
3386,1270,201,87
3387,1270,581,51
3388,1270,145,27
3389,1271,235,29
3390,1271,322,84
3391,1271,483,69
3392,1272,400,1
3393,1272,304,71
3394,1272,275,40
3395,1273,472,66
3396,1273,383,98
3397,1273,517,48
3398,1274,431,11
3399,1274,480,69
3400,1275,487,14
3401,1275,385,47
3402,1275,68,53
3403,1275,523,37
3404,1276,344,23
3405,1276,217,94
3406,1277,215,81
3407,1277,228,82
3408,1278,543,72
3409,1278,311,41
3410,1278,566,71
3411,1279,189,30
3412,1279,113,59
3413,1279,497,5
3414,1280,152,77
3415,1280,250,91
3416,1280,16,95
3417,1281,374,36
3418,1282,584,16
3419,1282,221,60
3420,1282,557,9
3421,1282,385,7
3422,1283,330,3
3423,1283,4,85
3424,1283,129,51
3425,1283,428,53
3426,1283,264,15
3427,1284,452,88
3428,1285,387,45
3429,1285,48,42
3430,1285,418,93
3431,1286,548,98
3432,1287,83,6
3433,1287,514,56
3434,1287,261,81
3435,1288,213,93
3436,1288,408,56
3437,1288,516,47
3438,1288,31,45
3439,1289,298,73
3440,1289,12,93
3441,1290,349,20
3442,1290,559,90
3443,1291,527,80
3444,1291,11,15
3445,1291,383,47
3446,1292,404,94
3447,1292,115,99
3448,1292,517,82
3449,1292,113,7
3450,1293,167,15
3451,1293,547,28
3452,1293,578,45
3453,1293,120,1
3454,1294,37,28
3455,1294,118,8
3456,1294,335,25
3457,1294,410,16
3458,1295,25,25
3459,1295,557,36
3460,1295,540,59
3461,1296,554,62
3462,1296,252,36
3463,1296,364,62
3464,1297,232,11
3465,1297,209,13
3466,1297,547,17
3467,1298,303,56
3468,1298,109,79
3469,1298,124,53
3470,1298,389,56
3471,1299,159,58
3472,1299,80,54
3473,1300,361,32
3474,1300,427,83
3475,1300,532,24
3476,1301,172,29
3477,1301,106,94
3478,1301,265,45
3479,1302,67,41
3480,1302,264,79
3481,1303,49,37
3482,1304,90,20
3483,1304,442,74
3484,1304,71,62
3485,1304,323,81
3486,1304,441,78
3487,1305,547,98
3488,1305,50,8
3489,1305,41,90
3490,1305,100,21
3491,1305,278,75
3492,1306,124,94
3493,1306,404,54
3494,1306,112,75
3495,1307,429,78
3496,1308,460,59
3497,1308,259,17
3498,1309,346,46
3499,1309,73,15
3500,1310,314,56
3501,1310,584,33
3502,1310,142,55
3503,1311,71,83
3504,1311,594,84
3505,1312,422,54
3506,1313,560,80
3507,1313,106,20
3508,1313,535,40
3509,1314,45,34
3510,1315,6,97
3511,1315,93,41
3512,1315,348,18
3513,1316,60,46
3514,1316,403,33
3515,1317,173,38
3516,1317,525,72
3517,1317,508,87
3518,1317,324,61
3519,1318,104,23
3520,1318,505,44
3521,1318,300,41
3522,1318,223,97
3523,1318,445,2
3524,1319,349,43
3525,1319,441,44
3526,1319,278,13
3527,1320,502,40
3528,1320,567,58
3529,1321,584,91
3530,1321,381,85
3531,1321,492,24
3532,1321,361,58
3533,1322,190,85
3534,1322,322,66
3535,1322,6,25
3536,1322,501,7
3537,1323,279,93
3538,1323,574,9
3539,1324,407,87
3540,1324,590,38
3541,1324,584,2
3542,1324,391,79
3543,1325,379,3
3544,1325,78,50
3545,1325,599,100
3546,1326,344,81
3547,1326,505,90
3548,1326,250,57
3549,1326,580,38
3550,1327,367,51
3551,1327,187,59
3552,1327,410,66
3553,1327,55,83
3554,1328,429,78
3555,1328,455,75
3556,1328,470,93
3557,1328,207,98
3558,1328,143,97
3559,1329,426,29
3560,1329,527,41
3561,1329,436,46
3562,1330,335,85
3563,1330,137,16
3564,1331,66,47
3565,1331,167,19
3566,1331,270,45
3567,1331,291,100
3568,1331,226,38
3569,1332,596,92
3570,1332,346,39
3571,1332,564,36
3572,1333,531,43
3573,1333,443,81
3574,1334,97,49
3575,1335,548,63
3576,1335,372,23
3577,1335,175,33
3578,1336,531,63
3579,1336,381,83
3580,1336,19,84
3581,1337,395,58
3582,1337,504,16
3583,1337,580,12
3584,1337,208,69
3585,1338,503,18
3586,1338,336,2
3587,1338,364,91
3588,1339,370,40
3589,1340,79,69
3590,1341,154,40
3591,1341,230,47
3592,1341,309,71
3593,1342,6,82
3594,1343,424,5
3595,1343,497,22
3596,1344,201,85
3597,1344,144,22
3598,1344,129,5
3599,1344,595,88
3600,1345,547,55
3601,1345,203,77
3602,1345,484,58
3603,1345,81,53
3604,1346,548,46
3605,1347,95,78
3606,1347,181,43
3607,1347,540,40
3608,1347,555,89
3609,1348,401,55
3610,1348,518,91
3611,1349,336,20
3612,1349,405,56
3613,1349,133,61
3614,1350,130,93
3615,1350,522,3
3616,1351,230,63
3617,1351,346,73
3618,1351,314,10
3619,1352,291,92
3620,1352,408,48
3621,1352,521,90
3622,1353,498,47
3623,1354,238,32
3624,1354,215,13
3625,1354,64,24
3626,1355,425,10
3627,1356,60,48
3628,1356,543,20
3629,1356,352,74
3630,1357,208,13
3631,1357,452,10
3632,1357,501,8
3633,1358,286,41
3634,1358,460,88
3635,1358,31,21
3636,1359,528,74
3637,1360,289,24
3638,1361,434,71
3639,1361,225,89
3640,1362,27,47
3641,1363,321,57
3642,1363,383,79
3643,1363,436,36
3644,1364,16,80
3645,1364,334,5
3646,1364,230,18
3647,1364,325,33
3648,1364,305,58
3649,1365,112,43
3650,1365,404,52
3651,1365,63,17
3652,1365,154,56
3653,1366,274,66
3654,1367,88,37
3655,1368,21,24
3656,1369,218,70
3657,1369,102,72
3658,1369,590,58
3659,1369,283,50
3660,1370,331,64
3661,1370,106,63
3662,1371,336,9
3663,1371,518,76
3664,1371,274,20
3665,1372,300,59
3666,1372,553,29
3667,1372,210,31
3668,1373,501,56
3669,1374,128,44
3670,1375,326,27
3671,1375,367,75
3672,1376,155,71
3673,1377,571,52
3674,1377,157,84
3675,1377,166,82
3676,1377,150,11
3677,1377,369,26
3678,1378,12,57
3679,1378,589,75
3680,1378,49,64
3681,1379,166,26
3682,1379,112,62
3683,1379,325,33
3684,1379,154,64
3685,1380,590,65
3686,1380,425,79
3687,1380,461,5
3688,1381,555,88
3689,1381,94,26
3690,1382,487,96
3691,1382,180,91
3692,1382,385,54
3693,1383,422,23
3694,1384,525,77
3695,1384,91,5
3696,1384,150,59
3697,1385,287,61
3698,1385,592,28
3699,1385,292,38
3700,1386,451,22
3701,1386,452,47
3702,1386,532,76
3703,1387,330,83
3704,1387,506,100
3705,1388,183,70
3706,1388,68,6
3707,1388,557,86
3708,1388,163,64
3709,1388,190,3
3710,1389,68,29
3711,1389,391,21
3712,1390,313,80
3713,1391,599,57
3714,1392,36,71
3715,1392,183,60
3716,1393,170,68
3717,1394,459,29
3718,1395,412,39
3719,1395,279,71
3720,1395,156,47
3721,1395,336,2
3722,1395,427,76
3723,1396,450,92
3724,1396,371,19
3725,1396,497,20
3726,1397,501,34
3727,1397,401,72
3728,1397,428,75
3729,1397,218,93
3730,1398,295,35
3731,1398,208,31
3732,1398,361,58
3733,1399,519,64
3734,1399,74,44
3735,1399,410,13
3736,1400,25,88
3737,1400,373,30
3738,1401,358,5
3739,1401,6,61
3740,1401,405,63
3741,1401,67,51
3742,1402,324,47
3743,1402,86,15
3744,1403,457,51
3745,1403,378,40
3746,1403,116,47
3747,1403,405,87
3748,1404,497,73
3749,1404,580,100
3750,1404,47,2
3751,1404,305,56
3752,1405,334,15
3753,1405,585,72
3754,1405,596,14
3755,1406,138,49
3756,1406,48,96
3757,1407,127,65
3758,1407,283,99
3759,1407,98,42
3760,1408,325,100
3761,1408,174,76
3762,1409,313,19
3763,1409,183,4
3764,1409,131,21
3765,1410,498,64
3766,1410,401,9
3767,1411,27,74
3768,1411,412,63
3769,1411,6,38
3770,1412,205,33
3771,1412,324,30
3772,1412,121,51
3773,1413,11,2
3774,1414,33,51
3775,1414,535,88
3776,1414,242,26
3777,1415,543,78
3778,1416,178,31
3779,1416,231,11
3780,1416,364,23
3781,1417,349,77
3782,1417,230,47
3783,1418,85,98
3784,1418,429,27
3785,1418,335,55
3786,1419,180,38
3787,1419,322,94
3788,1419,163,91
3789,1420,272,10
3790,1420,303,96
3791,1420,12,59
3792,1420,305,94
3793,1421,410,76
3794,1421,256,34
3795,1421,450,31
3796,1422,225,64
3797,1423,436,91
3798,1423,527,64
3799,1423,63,63
3800,1424,146,78
3801,1424,202,47
3802,1424,237,35
3803,1424,417,53
3804,1425,94,51
3805,1425,295,99
3806,1425,423,47
3807,1425,554,95
3808,1425,14,21
3809,1426,369,75
3810,1427,335,63
3811,1427,234,16
3812,1427,324,36
3813,1428,180,26
3814,1428,52,50
3815,1428,451,36
3816,1428,412,20
3817,1429,335,9
3818,1429,177,8
3819,1430,67,60
3820,1430,116,92
3821,1430,133,80
3822,1431,45,33
3823,1431,497,62
3824,1431,91,13
3825,1431,388,14
3826,1431,189,55
3827,1432,404,88
3828,1432,57,99
3829,1432,303,10
3830,1432,189,12
3831,1433,321,19
3832,1434,388,21
3833,1434,390,44
3834,1434,369,58
3835,1434,254,3
3836,1435,401,91
3837,1435,412,41
3838,1435,367,100
3839,1435,523,97
3840,1436,426,26
3841,1436,388,57
3842,1436,230,28
3843,1436,571,78
3844,1436,77,29
3845,1437,157,97
3846,1437,349,4
3847,1437,47,13
3848,1437,527,91
3849,1437,600,68
3850,1438,46,26
3851,1438,117,99
3852,1438,572,63
3853,1439,341,10
3854,1439,126,82
3855,1439,557,25
3856,1440,360,30
3857,1440,585,85
3858,1441,47,24
3859,1441,314,70
3860,1441,38,10
3861,1441,63,20
3862,1441,154,84
3863,1442,195,45
3864,1443,393,98
3865,1444,74,33
3866,1445,49,94
3867,1446,43,17
3868,1446,219,77
3869,1447,220,66
3870,1447,94,26
3871,1447,523,28
3872,1448,589,93
3873,1449,104,59
3874,1449,103,39
3875,1449,222,6
3876,1449,447,89
3877,1449,547,61
3878,1450,30,33
3879,1450,535,54
3880,1450,550,38
3881,1450,246,16
3882,1451,368,29
3883,1452,2,7
3884,1452,123,42
3885,1452,159,94
3886,1452,105,64
3887,1453,377,59
3888,1453,425,9
3889,1454,169,95
3890,1454,469,79
3891,1454,249,58
3892,1454,83,60
3893,1455,314,98
3894,1456,488,97
3895,1456,528,92
3896,1456,571,7
3897,1457,386,47
3898,1457,389,60
3899,1458,483,89
3900,1458,13,82
3901,1458,23,41
3902,1458,158,83
3903,1458,180,8
3904,1459,282,77
3905,1459,75,1
3906,1459,189,83
3907,1459,600,10
3908,1460,448,72
3909,1460,272,86
3910,1460,282,33
3911,1460,404,12
3912,1460,254,48
3913,1461,371,44
3914,1462,246,44
3915,1463,405,25
3916,1463,313,84
3917,1464,117,15
3918,1464,286,96
3919,1464,31,95
3920,1464,307,85
3921,1465,442,52
3922,1465,80,16
3923,1466,421,4
3924,1466,124,12
3925,1466,589,31
3926,1467,349,11
3927,1467,166,6
3928,1467,321,20
3929,1467,528,10
3930,1467,497,18
3931,1468,518,41
3932,1468,498,70
3933,1469,101,5
3934,1469,217,37
3935,1469,228,38
3936,1470,27,40
3937,1470,322,79
3938,1470,355,14
3939,1471,581,48
3940,1471,142,30
3941,1471,141,80
3942,1472,113,52
3943,1473,470,98
3944,1474,200,25
3945,1474,320,50
3946,1475,241,44
3947,1475,279,36
3948,1475,68,41
3949,1475,326,24
3950,1476,21,55
3951,1476,533,27
3952,1476,174,97
3953,1476,448,23
3954,1476,166,81
3955,1477,311,31
3956,1477,551,47
3957,1477,4,59
3958,1477,102,1
3959,1477,500,42
3960,1478,11,85
3961,1479,446,83
3962,1479,408,82
3963,1479,213,79
3964,1479,160,66
3965,1480,536,87
3966,1480,276,59
3967,1481,106,70
3968,1481,156,35
3969,1482,498,33
3970,1482,485,97
3971,1483,377,65
3972,1484,389,7
3973,1484,561,25
3974,1485,272,30
3975,1486,381,10
3976,1486,279,75
3977,1487,6,9
3978,1487,19,20
3979,1487,557,90
3980,1488,133,80
3981,1488,404,96
3982,1489,448,84
3983,1489,525,10
3984,1489,230,88
3985,1489,585,84
3986,1490,67,43
3987,1490,289,42
3988,1490,427,69
3989,1491,583,61
3990,1491,229,60
3991,1491,437,23
3992,1491,120,14
3993,1492,83,28
3994,1492,17,15
3995,1492,301,72
3996,1492,516,48
3997,1493,89,7
3998,1493,297,87
3999,1493,223,77
4000,1493,237,36
4001,1493,66,17
4002,1494,426,38
4003,1494,596,44
4004,1494,73,98
4005,1494,383,8
4006,1494,282,69
4007,1495,182,62
4008,1495,139,15
4009,1495,312,29
4010,1496,540,32
4011,1496,133,26
4012,1496,295,21
4013,1497,341,84
4014,1497,260,80
4015,1498,344,36
4016,1499,480,57
4017,1499,581,6
4018,1500,37,31
4019,1501,307,80
4020,1501,104,63
4021,1501,167,59
4022,1502,527,8
4023,1503,38,98
4024,1503,230,29
4025,1503,10,53
4026,1503,527,29
4027,1503,11,46
4028,1504,118,89
4029,1504,248,52
4030,1504,6,26
4031,1504,518,24
4032,1505,317,100
4033,1505,424,27
4034,1505,406,66
4035,1505,316,64
4036,1506,381,49
4037,1507,210,91
4038,1508,154,42
4039,1508,404,16
4040,1509,265,44
4041,1510,113,2
4042,1510,124,94
4043,1511,78,58
4044,1511,49,40
4045,1511,272,24
4046,1511,369,71
4047,1512,558,63
4048,1513,405,45
4049,1514,346,75
4050,1515,414,22
4051,1515,342,52
4052,1515,539,60
4053,1515,274,43
4054,1515,225,1
4055,1516,471,60
4056,1516,127,62
4057,1516,103,12
4058,1517,506,8
4059,1517,28,70
4060,1517,68,37
4061,1518,284,80
4062,1518,273,40
4063,1518,298,69
4064,1519,36,92
4065,1519,494,72
4066,1519,435,68
4067,1519,4,53
4068,1520,303,13
4069,1521,384,39
4070,1521,291,32
4071,1521,239,89
4072,1522,157,83
4073,1522,421,98
4074,1522,166,73
4075,1522,124,66
4076,1522,32,12
4077,1523,405,21
4078,1524,32,13
4079,1524,321,71
4080,1525,74,14
4081,1525,124,42
4082,1526,518,92
4083,1526,498,23
4084,1526,225,98
4085,1526,313,74
4086,1526,208,89
4087,1527,68,73
4088,1527,584,63
4089,1527,427,15
4090,1527,133,51
4091,1527,557,19
4092,1528,520,49
4093,1528,72,64
4094,1529,12,11
4095,1529,589,62
4096,1529,272,64
4097,1529,78,13
4098,1530,261,83
4099,1530,222,96
4100,1530,578,80
4101,1531,392,7
4102,1531,546,59
4103,1532,255,42
4104,1532,392,35
4105,1533,174,81
4106,1533,346,78
4107,1533,11,21
4108,1533,109,84
4109,1534,555,28
4110,1534,385,67
4111,1534,313,95
4112,1534,36,51
4113,1535,198,36
4114,1536,180,41
4115,1536,414,66
4116,1536,427,39
4117,1536,443,36
4118,1537,190,82
4119,1538,517,1
4120,1538,519,99
4121,1539,73,38
4122,1540,494,64
4123,1541,270,45
4124,1541,247,100
4125,1541,284,58
4126,1542,103,66
4127,1542,491,21
4128,1543,269,84
4129,1543,299,71
4130,1544,472,20
4131,1544,390,31
4132,1544,45,42
4133,1545,172,61
4134,1545,255,44
4135,1545,441,90
4136,1545,249,36
4137,1546,361,59
4138,1546,540,19
4139,1547,436,18
4140,1547,362,37
4141,1547,598,64
4142,1548,442,50
4143,1548,568,87
4144,1548,245,41
4145,1549,587,23
4146,1549,317,48
4147,1549,293,22
4148,1550,404,39
4149,1550,21,10
4150,1551,301,83
4151,1551,278,77
4152,1551,143,45
4153,1551,520,33
4154,1552,168,49
4155,1552,282,88
4156,1552,346,5
4157,1553,52,18
4158,1554,389,89
4159,1554,475,92
4160,1554,69,14
4161,1555,309,6
4162,1555,497,47
4163,1556,472,22
4164,1556,334,71
4165,1556,314,7
4166,1557,240,97
4167,1557,527,98
4168,1557,478,33
4169,1557,220,23
4170,1558,110,86
4171,1558,43,90
4172,1558,536,48
4173,1558,469,53
4174,1559,254,24
4175,1559,334,83
4176,1559,325,17
4177,1559,533,14
4178,1560,571,92
4179,1561,313,20
4180,1561,485,9
4181,1561,52,26
4182,1562,299,44
4183,1562,546,60
4184,1563,389,98
4185,1563,386,52
4186,1564,103,75
4187,1564,574,79
4188,1564,400,24
4189,1564,232,50
4190,1564,495,44
4191,1565,100,92
4192,1566,531,71
4193,1566,336,20
4194,1566,252,26
4195,1567,74,29
4196,1567,166,51
4197,1567,349,70
4198,1567,124,70
4199,1568,252,91
4200,1568,414,48
4201,1569,221,28
4202,1569,381,30
4203,1570,202,37
4204,1570,543,29
4205,1570,80,63
4206,1571,11,88
4207,1571,383,71
4208,1571,390,47
4209,1572,600,27
4210,1573,329,22
4211,1573,500,28
4212,1574,404,38
4213,1575,571,7
4214,1575,11,67
4215,1575,9,10
4216,1575,83,37
4217,1576,154,5
4218,1577,315,19
4219,1577,291,64
4220,1577,188,29
4221,1577,320,4
4222,1577,541,43
4223,1578,412,69
4224,1578,46,50
4225,1578,443,82
4226,1578,252,15
4227,1578,452,63
4228,1579,325,91
4229,1580,254,78
4230,1580,32,96
4231,1580,230,1
4232,1581,15,32
4233,1581,203,59
4234,1581,570,18
4235,1581,569,79
4236,1582,118,35
4237,1582,523,62
4238,1582,381,54
4239,1582,434,64
4240,1582,367,27
4241,1583,16,22
4242,1583,383,44
4243,1583,10,94
4244,1583,314,8
4245,1583,390,87
4246,1584,518,20
4247,1584,492,54
4248,1584,274,71
4249,1585,397,35
4250,1585,205,25
4251,1585,165,78
4252,1586,530,61
4253,1587,213,30
4254,1587,353,76
4255,1588,33,59
4256,1588,440,41
4257,1589,12,59
4258,1590,390,78
4259,1590,91,1
4260,1590,436,83
4261,1591,421,37
4262,1592,596,99
4263,1592,386,45
4264,1592,403,100
4265,1592,390,85
4266,1592,109,52
4267,1593,516,11
4268,1593,130,86
4269,1594,328,22
4270,1594,310,4
4271,1594,36,65
4272,1595,530,78
4273,1595,110,28
4274,1595,219,12
4275,1596,295,57
4276,1596,443,25
4277,1596,67,5
4278,1596,485,82
4279,1597,223,68
4280,1597,165,99
4281,1597,588,26
4282,1598,28,34
4283,1599,222,27
4284,1599,275,37
4285,1599,338,91
4286,1600,304,49
4287,1601,104,7
4288,1601,350,3
4289,1602,600,68
4290,1603,452,53
4291,1603,220,11
4292,1603,118,14
4293,1603,248,59
4294,1603,457,40
4295,1604,224,63
4296,1604,152,34
4297,1604,276,24
4298,1605,498,49
4299,1605,322,33
4300,1605,252,59
4301,1606,507,63
4302,1607,529,9
4303,1607,539,41
4304,1607,227,8
4305,1607,589,55
4306,1608,600,93
4307,1608,113,4
4308,1608,346,64
4309,1608,321,86
4310,1608,334,40
4311,1609,8,32
4312,1609,549,34
4313,1610,410,9
4314,1610,194,34
4315,1611,360,1
4316,1611,472,40
4317,1611,580,37
4318,1611,73,15
4319,1612,248,70
4320,1612,492,83
4321,1612,313,85
4322,1612,361,64
4323,1612,241,97
4324,1613,16,19
4325,1613,448,23
4326,1613,388,34
4327,1614,6,40
4328,1614,94,24
4329,1614,532,73
4330,1614,14,77
4331,1614,364,77
4332,1615,64,91
4333,1615,215,3
4334,1615,567,78
4335,1615,62,13
4336,1616,452,93
4337,1616,342,22
4338,1616,183,63
4339,1617,178,46
4340,1617,440,71
4341,1618,87,79
4342,1619,458,52
4343,1620,284,61
4344,1620,385,24
4345,1620,190,76
4346,1620,128,35
4347,1621,169,66
4348,1621,183,33
4349,1621,181,3
4350,1622,464,67
4351,1622,275,25
4352,1623,446,24
4353,1624,109,21
4354,1624,115,34
4355,1624,488,37
4356,1624,74,1
4357,1624,472,40
4358,1625,295,19
4359,1625,262,45
4360,1626,572,53
4361,1626,119,37
4362,1626,236,55
4363,1627,515,1
4364,1628,164,30
4365,1628,382,62
4366,1628,395,13
4367,1629,364,74
4368,1629,336,65
4369,1630,86,74
4370,1630,201,62
4371,1631,214,42
4372,1631,365,56
4373,1631,130,28
4374,1631,232,36
4375,1632,258,15
4376,1632,343,70
4377,1633,145,52
4378,1634,512,55
4379,1634,597,73
4380,1634,398,13
4381,1634,462,89
4382,1634,380,14
4383,1635,336,8
4384,1636,414,76
4385,1636,221,41
4386,1636,68,60
4387,1637,67,12
4388,1637,181,69
4389,1637,68,42
4390,1637,358,54
4391,1637,503,55
4392,1638,178,45
4393,1638,355,91
4394,1638,185,11
4395,1638,442,71
4396,1639,53,22
4397,1639,44,98
4398,1639,146,17
4399,1640,489,86
4400,1640,111,91
4401,1641,98,75
4402,1641,478,50
4403,1641,401,100
4404,1642,115,40
4405,1642,303,42
4406,1642,564,89
4407,1642,77,79
4408,1642,10,37
4409,1643,452,29
4410,1643,584,5
4411,1643,181,57
4412,1643,94,8
4413,1644,519,67
4414,1644,544,97
4415,1645,131,82
4416,1645,14,69
4417,1646,29,29
4418,1646,111,48
4419,1646,291,75
4420,1646,15,70
4421,1647,433,44
4422,1647,552,5
4423,1647,373,22
4424,1648,547,25
4425,1648,536,95
4426,1649,588,84
4427,1649,565,74
4428,1649,299,35
4429,1649,120,87
4430,1649,300,32
4431,1650,194,98
4432,1651,349,62
4433,1651,334,27
4434,1651,309,42
4435,1651,74,29
4436,1652,495,28
4437,1652,290,90
4438,1652,135,53
4439,1652,94,59
4440,1653,439,46
4441,1653,372,93
4442,1654,353,26
4443,1654,331,39
4444,1654,461,64
4445,1655,269,1
4446,1656,22,29
4447,1656,580,90
4448,1656,38,6
4449,1657,471,74
4450,1657,458,35
4451,1657,106,4
4452,1658,495,68
4453,1658,593,40
4454,1658,594,30
4455,1658,372,81
4456,1658,275,64
4457,1659,327,51
4458,1659,283,30
4459,1659,147,77
4460,1659,234,61
4461,1659,317,43
4462,1660,108,10
4463,1660,322,14
4464,1660,460,88
4465,1660,68,2
4466,1660,92,86
4467,1661,166,40
4468,1662,321,40
4469,1662,63,22
4470,1662,386,20
4471,1663,370,16
4472,1663,222,30
4473,1663,89,5
4474,1664,380,86
4475,1664,535,8
4476,1664,219,95
4477,1665,246,40
4478,1665,388,16
4479,1665,312,30
4480,1666,426,64
4481,1666,369,49
4482,1666,517,7
4483,1666,154,12
4484,1667,112,92
4485,1667,525,12
4486,1668,95,28
4487,1668,163,56
4488,1668,156,72
4489,1668,540,8
4490,1669,389,52
4491,1669,386,13
4492,1670,421,28
4493,1670,314,83
4494,1670,386,43
4495,1671,156,87
4496,1671,584,83
4497,1672,265,86
4498,1672,413,19
4499,1673,260,96
4500,1673,594,70
4501,1673,344,46
4502,1673,255,74
4503,1674,467,88
4504,1674,381,29
4505,1674,444,25
4506,1674,369,49
4507,1675,435,63
4508,1676,113,33
4509,1676,585,22
4510,1677,299,33
4511,1677,320,17
4512,1677,586,19
4513,1677,334,53
4514,1678,460,94
4515,1678,289,6
4516,1678,170,86
4517,1679,499,5
4518,1679,323,69
4519,1679,471,5
4520,1679,446,44
4521,1680,300,41
4522,1680,117,30
4523,1680,544,9
4524,1680,392,53
4525,1680,162,50
4526,1681,386,45
4527,1681,496,59
4528,1682,162,34
4529,1683,133,37
4530,1684,443,35
4531,1684,183,87
4532,1684,68,71
4533,1684,355,69
4534,1685,39,55
4535,1685,579,71
4536,1685,250,57
4537,1686,418,71
4538,1686,324,53
4539,1687,409,84
4540,1687,466,46
4541,1687,290,93
4542,1688,598,82
4543,1688,134,25
4544,1688,346,87
4545,1688,447,77
4546,1689,423,78
4547,1689,430,55
4548,1690,546,91
4549,1691,240,18
4550,1691,368,56
4551,1691,367,12
4552,1692,469,7
4553,1692,259,100
4554,1693,15,29
4555,1694,11,69
4556,1694,321,14
4557,1694,109,10
