po_id,vendor_id,pr_id,po_date,currency,exchange_rate,status,total_po_value,department_id,is_emergency_order
1998,35,2071,3/1/2022,BDT,1,Released,3744490.05,4,0
1999,24,658,3/19/2023,BDT,1,Released,2371376,4,0
2000,74,527,1/31/2021,BDT,1,Released,2070602,4,0
2001,137,1144,2/26/2021,USD,84.9,Released,355139,2,0
2002,150,0,7/13/2023,BDT,1,Released,98320.32,6,0
2003,72,1414,4/10/2022,BDT,1,Released,2367414.3,1,0
2004,122,2036,1/16/2022,BDT,1,Released,1868458.52,5,0
2005,115,1886,5/5/2021,USD,84.99,Released,616147.1599999999,5,0
2006,68,865,12/10/2021,BDT,1,Released,2516141,1,0
2007,113,751,8/4/2022,BDT,1,Released,3182534.81,6,0
2008,137,0,12/12/2021,USD,85.62,Released,385337.55999999994,2,0
2009,36,2102,12/22/2023,USD,108.85,Released,22794.02,2,0
2010,88,43,1/23/2023,BDT,1,Released,1274225.72,2,0
2011,121,2053,6/23/2022,USD,97.99,Released,35836.01,4,0
2012,16,1610,3/19/2022,BDT,1,Released,1961615.36,2,0
2013,15,1970,1/26/2022,BDT,1,Released,701504.4400000001,5,0
2014,134,2449,8/15/2020,BDT,1,Released,3047229,1,0
2015,132,2217,5/23/2022,USD,95.21,Released,199363.96,6,0
2016,56,1018,7/5/2023,BDT,1,Released,4608067.09,5,0
2017,6,2392,10/23/2021,USD,85.74,Released,55682.009999999995,6,0
2018,8,0,8/7/2023,BDT,1,Released,1989563.1,3,0
2019,54,274,5/28/2022,CNY,95.17,Released,163184.63,5,0
2020,78,0,4/3/2023,BDT,1,Released,811507.57,2,0
2021,37,2116,12/11/2023,BDT,1,Released,5578524.13,2,0
2022,14,1218,11/29/2023,USD,107.28,Released,47947.26,5,0
2023,148,820,11/26/2023,BDT,1,Released,4317461.35,1,0
2024,148,598,8/30/2022,BDT,1,Released,3649864.1,1,0
2025,128,2074,8/3/2022,USD,102.74,Released,9262.86,2,0
2026,125,0,4/3/2020,BDT,1,Released,35062,6,0
2027,135,2197,12/12/2023,USD,106.69,Released,1978605.2499999998,3,0
2028,80,2010,11/6/2021,BDT,1,Released,3852046,2,0
2029,51,2364,2/4/2022,BDT,1,Released,2971014.65,6,0
2030,47,356,1/27/2021,CNY,84.67,Released,10925.64,2,0
2031,56,0,2/14/2021,BDT,1,Released,3121544,5,1
2032,142,858,1/11/2023,BDT,1,Released,4040507.63,6,0
2033,111,0,8/7/2022,BDT,1,Released,2510366.66,5,1
2034,112,370,10/25/2021,BDT,1,Released,2160898,6,0
2035,83,388,10/5/2021,BDT,1,Released,88812,3,0
2036,144,0,8/4/2023,USD,110.64,Released,481169.27999999997,6,1
2037,43,1276,11/30/2023,BDT,1,Released,2067225.3199999998,4,0
2038,119,122,11/19/2023,BDT,1,Released,5871239.11,1,0
2039,20,0,12/16/2020,BDT,1,Released,1655859,4,1
2040,118,1304,8/14/2023,BDT,1,Released,3430748.62,2,0
2041,25,0,12/2/2020,BDT,1,Released,3983020,3,0
2042,118,473,12/23/2021,BDT,1,Released,4312040,2,0
2043,67,648,7/11/2021,BDT,1,Released,9927417,4,0
2044,18,51,12/10/2021,BDT,1,Released,765176,3,0
2045,133,856,2/1/2023,BDT,1,Released,3388254.57,3,0
2046,83,1944,6/10/2023,BDT,1,Released,2925377.81,3,0
2047,53,508,4/13/2022,BDT,1,Released,3082880.7800000003,2,0
2048,97,0,7/15/2021,USD,85.57,Released,270727.82999999996,4,0
2049,87,0,5/1/2023,BDT,1,Released,2134938.76,1,0
2050,14,837,6/4/2021,USD,85.72,Released,330866.95999999996,5,0
2051,37,507,9/27/2020,BDT,1,Released,2366985,2,0
2052,92,2077,12/2/2021,BDT,1,Released,62495,2,0
2053,5,1285,11/12/2022,BDT,1,Released,5870116.89,2,0
2054,115,1114,6/7/2021,USD,85.61,Released,234948.24,5,0
2055,89,2172,10/31/2023,CNY,108.59,Released,81689.1,1,0
2056,49,673,9/17/2023,BDT,1,Released,359285.45,4,0
2057,116,2001,7/29/2020,BDT,1,Released,2372580,1,0
2058,29,0,8/22/2021,BDT,1,Released,2160018,6,0
2059,143,1243,12/16/2023,USD,108.25,Released,42618.99,6,0
2060,23,2359,10/5/2022,BDT,1,Released,2303258.91,2,0
2061,132,924,12/4/2022,USD,112.59,Released,74500.58,6,0
2062,40,2102,4/11/2023,USD,109.89,Released,1017060.0300000001,5,0
2063,101,70,3/10/2022,BDT,1,Released,4989649.15,3,0
2064,40,1635,7/10/2022,USD,99.93,Released,23962.39,5,0
2065,10,1967,12/27/2022,CNY,112.63,Released,9374.77,1,0
2066,134,1454,10/14/2023,BDT,1,Released,535845.38,1,0
2067,75,1034,11/12/2022,BDT,1,Released,857448.3400000001,3,0
2068,110,0,6/11/2022,BDT,1,Released,5060858.53,3,0
2069,22,944,12/23/2023,BDT,1,Released,4557197.69,3,0
2070,100,2092,12/24/2022,USD,112.96,Released,6843.75,5,0
2071,5,0,4/28/2023,BDT,1,Released,5387333.91,2,0
2072,88,1933,8/7/2021,BDT,1,Released,2045060,2,0
2073,31,1547,2/6/2023,BDT,1,Released,3997207.74,1,0
2074,69,936,12/25/2021,BDT,1,Released,5008000,3,0
2075,40,1960,11/15/2023,USD,106.6,Released,995432.5900000001,5,0
2076,50,1962,4/22/2023,USD,109.36,Released,84272.91,3,0
2077,128,1022,4/12/2023,USD,107.11,Released,150590.56,2,0
2078,61,2346,12/9/2021,USD,85.71,Released,119681.84,1,0
2079,93,34,12/26/2022,BDT,1,Released,4001518.45,2,0
2080,63,1997,1/8/2022,BDT,1,Released,970802.6000000001,3,0
2081,103,313,4/11/2022,USD,86.91,Released,26100.31,4,0
2082,105,385,1/27/2021,BDT,1,Released,2779583,5,0
2083,71,985,2/12/2021,CNY,85.37,Released,540635.53,3,0
2084,60,1549,8/16/2020,CNY,85.16,Released,12504.65,1,0
2085,148,78,5/29/2022,BDT,1,Released,1270095.06,1,0
2086,83,338,2/26/2023,BDT,1,Released,827284.97,3,0
2087,30,1508,6/9/2023,BDT,1,Released,2355854.93,5,0
2088,149,189,9/14/2021,CNY,86.31,Released,2312.56,4,0
2089,149,0,12/13/2020,CNY,84.79,Released,35712.81,4,0
2090,77,604,10/17/2020,BDT,1,Released,5607341,2,0
2091,6,1518,12/16/2022,USD,112.28,Released,628553.59,6,0
2092,40,1930,7/4/2023,USD,107.58,Released,22112.37,5,0
2093,53,450,5/1/2022,BDT,1,Released,1896129.3900000001,2,0
2094,39,0,5/14/2021,BDT,1,Released,2896075,1,0
2095,16,193,1/13/2022,BDT,1,Released,5636646.01,2,0
2096,126,2237,12/13/2022,BDT,1,Released,6563985.6899999995,5,0
2097,96,911,5/13/2022,BDT,1,Released,5750281.56,3,0
2098,64,0,9/11/2020,BDT,1,Released,44982,1,0
2099,66,0,9/19/2022,BDT,1,Released,539447.23,5,0
2100,78,74,3/8/2022,BDT,1,Released,2496057.55,2,0
2101,35,1628,3/10/2023,BDT,1,Released,2256330.26,4,0
2102,56,2462,8/15/2022,BDT,1,Released,2219257.8,5,0
2103,52,265,9/11/2022,USD,104.65,Released,11650.779999999999,3,0
2104,120,606,1/15/2023,BDT,1,Released,4333324.21,3,0
2105,132,0,10/19/2020,USD,84.81,Released,765188.6300000001,6,1
2106,23,326,9/7/2023,BDT,1,Released,3293159.7399999998,2,0
2107,112,1587,4/6/2022,BDT,1,Released,3548353.44,6,0
2108,73,2399,1/9/2023,CNY,110.04,Released,262566.31,6,0
2109,64,128,8/24/2021,BDT,1,Released,1982640,1,0
2110,118,832,12/31/2023,BDT,1,Released,4548893.41,2,0
2111,31,1619,7/11/2023,BDT,1,Released,1127200.8800000001,1,0
2112,119,1000,7/29/2022,BDT,1,Released,947938.02,1,0
2113,46,2082,9/29/2023,USD,109.97,Released,35362.78,2,0
2114,108,2282,4/25/2023,CNY,108.89,Released,11045.9,3,0
2115,49,1859,11/3/2023,BDT,1,Released,498821.57,4,0
2116,95,850,6/9/2023,BDT,1,Released,3672802.84,4,0
2117,3,75,2/13/2021,BDT,1,Released,3338494,1,0
2118,143,1709,1/18/2023,USD,106.53,Released,8993.23,6,0
2119,35,1387,10/17/2022,BDT,1,Released,3928912.5,4,0
2120,8,1073,12/6/2023,BDT,1,Released,3742671.7,3,0
2121,56,0,7/24/2021,BDT,1,Released,4347786,5,1
2122,86,2088,7/7/2021,BDT,1,Released,2474624,5,0
2123,44,1172,5/24/2023,BDT,1,Released,5438819.95,3,0
2124,52,54,1/3/2021,USD,85.74,Released,16668.63,3,0
2125,77,692,10/7/2022,BDT,1,Released,2544089.98,2,0
2126,145,2046,7/28/2023,BDT,1,Released,3125867.8200000003,3,0
2127,126,1866,1/9/2023,BDT,1,Released,4288245.64,5,0
2128,42,148,9/5/2021,USD,85.73,Released,13640.93,3,0
2129,127,1375,1/22/2020,BDT,1,Released,585752,6,0
2130,76,1856,1/12/2023,BDT,1,Released,6349104.17,1,0
2131,22,1488,11/30/2023,BDT,1,Released,771503.26,3,0
2132,17,7,10/8/2020,USD,84.54,Released,38633.45,4,0
2133,61,953,2/11/2022,USD,87.84,Released,208.57,1,0
2134,43,1393,11/17/2023,BDT,1,Released,1920076.5899999999,4,0
2135,75,0,2/19/2023,BDT,1,Released,3343465.04,3,0
2136,36,0,2/22/2023,USD,110.21,Released,202091.59000000003,2,0
2137,61,0,9/11/2021,USD,85.05,Released,12943.16,1,0
2138,111,2208,11/30/2021,BDT,1,Released,4067216,5,0
2139,24,2294,4/10/2023,BDT,1,Released,1099072.08,4,0
2140,13,0,3/5/2020,USD,85.2,Released,164585.88,3,1
2141,102,0,4/23/2021,BDT,1,Released,2003480,4,0
2142,104,1922,5/17/2021,BDT,1,Released,1537431,3,0
2143,91,0,9/25/2020,BDT,1,Released,1242660,6,0
2144,1,289,10/23/2021,USD,86.12,Released,19089.41,6,0
2145,108,1867,2/5/2023,CNY,107.06,Released,675497.27,3,0
2146,140,642,6/23/2021,CNY,86.16,Released,5130.12,6,0
2147,24,2367,12/19/2022,BDT,1,Released,2023721.85,4,0
2148,45,821,11/1/2022,BDT,1,Released,5195178.36,3,0
2149,149,0,12/5/2023,CNY,109.99,Released,22740.32,4,0
2150,5,0,12/12/2021,BDT,1,Released,4542758,2,0
2151,72,1765,12/26/2021,BDT,1,Released,722606,1,0
2152,30,1532,11/28/2020,BDT,1,Released,6181021,5,0
2153,19,932,10/14/2023,USD,108.6,Released,496288.93999999994,1,0
2154,31,2198,2/23/2023,BDT,1,Released,7453099.11,1,0
2155,115,0,9/23/2022,USD,105.24,Released,299701.22000000003,5,0
2156,90,813,8/30/2023,BDT,1,Released,2041177.7000000002,1,0
2157,101,927,6/23/2022,BDT,1,Released,4361969.55,3,0
2158,113,1236,8/19/2022,BDT,1,Released,2117059.99,6,0
2159,56,2223,7/5/2022,BDT,1,Released,2553407.0300000003,5,0
2160,124,768,10/20/2020,USD,85.46,Released,37303.96,5,0
2161,132,0,8/2/2023,USD,110.24,Released,359063.79,6,1
2162,85,77,3/29/2022,CNY,87.8,Released,434879.96,1,0
2163,127,578,6/10/2023,BDT,1,Released,2078628.71,6,0
2164,16,1462,3/29/2021,BDT,1,Released,1890448,2,0
2165,80,1532,2/4/2022,BDT,1,Released,2095990.82,2,0
2166,147,685,1/9/2023,BDT,1,Released,193903.36,1,0
2167,108,0,5/21/2021,CNY,85.22,Released,267.96,3,0
2168,21,1233,9/12/2023,BDT,1,Released,3180440.99,2,0
2169,102,442,7/22/2020,BDT,1,Released,3979693,4,0
2170,95,2032,6/23/2023,BDT,1,Released,4560657.02,4,0
2171,64,514,1/11/2023,BDT,1,Released,3563554.65,1,0
2172,57,0,12/2/2023,BDT,1,Released,7840389.1899999995,1,1
2173,95,0,3/18/2023,BDT,1,Released,3361080.19,4,0
2174,111,2026,12/12/2023,BDT,1,Released,1826007.7200000002,5,0
2175,19,2182,1/15/2023,USD,110.69,Released,1083885.51,1,0
2176,91,2433,11/11/2022,BDT,1,Released,1714399.29,6,0
2177,7,0,9/3/2022,BDT,1,Released,6959274.33,1,0
2178,60,2040,7/11/2021,CNY,86.28,Released,246339.63,1,0
2179,107,1155,4/5/2022,USD,85.68,Released,150108.43000000002,4,0
2180,126,2086,4/17/2022,BDT,1,Released,6327201.640000001,5,0
2181,47,522,11/5/2022,CNY,110.49,Released,395661.97000000003,2,0
2182,119,2162,10/12/2021,BDT,1,Released,3176176,1,0
2183,45,1239,11/22/2023,BDT,1,Released,2380181.16,3,0
2184,50,1965,10/2/2023,USD,106.04,Released,198877.59,3,0
2185,108,1197,8/9/2023,CNY,110.21,Released,19636.239999999998,3,0
2186,25,645,8/9/2022,BDT,1,Released,3553796.13,3,0
2187,53,1749,8/30/2021,BDT,1,Released,53320,2,0
2188,4,94,10/11/2021,BDT,1,Released,2288175,3,0
2189,149,998,10/2/2023,CNY,108.71,Released,1801.17,4,0
2190,113,1486,7/18/2023,BDT,1,Released,4875095.11,6,0
2191,150,778,3/10/2022,BDT,1,Released,3723182.31,6,0
2192,118,2125,5/13/2022,BDT,1,Released,3967935.1100000003,2,0
2193,120,0,5/6/2022,BDT,1,Released,3744487.19,3,0
2194,40,1270,7/1/2023,USD,105.87,Released,521579.88,5,0
2195,92,368,3/3/2021,BDT,1,Released,3242979,2,0
2196,28,0,1/12/2021,BDT,1,Released,1799095,2,0
2197,10,1342,8/22/2023,CNY,106.72,Released,53660.740000000005,1,0
2198,35,0,1/27/2020,BDT,1,Released,3572381,4,0
2199,51,836,1/23/2023,BDT,1,Released,3384306.7600000002,6,0
2200,112,0,1/29/2021,BDT,1,Released,2315430,6,0
2201,141,0,1/27/2022,USD,86.54,Released,141058.95,4,0
2202,52,1311,10/11/2023,USD,106.31,Released,12976.18,3,0
2203,41,1852,1/2/2022,CNY,86.64,Released,353608.19,3,0
2204,37,1775,9/6/2023,BDT,1,Released,1613505.04,2,0
2205,24,1054,11/1/2022,BDT,1,Released,5958141.07,4,0
2206,28,0,1/23/2020,BDT,1,Released,1171968,2,0
2207,134,1534,11/24/2022,BDT,1,Released,507908.19,1,0
2208,84,746,4/12/2023,BDT,1,Released,2883952.09,2,0
2209,118,0,7/4/2022,BDT,1,Released,3615730.88,2,0
2210,44,541,11/26/2023,BDT,1,Released,2535779.63,3,0
2211,36,163,12/5/2023,USD,108.93,Released,216339.31,2,0
2212,40,1062,1/15/2022,USD,86.35,Released,31326.37,5,0
2213,131,231,8/16/2023,BDT,1,Released,245220.43,5,0
2214,45,1732,3/4/2023,BDT,1,Released,5567751.11,3,0
2215,77,0,12/15/2020,BDT,1,Released,1868196,2,1
2216,144,305,7/27/2022,USD,100.37,Released,27636.72,6,0
2217,76,512,12/23/2023,BDT,1,Released,3518564.39,1,0
2218,96,0,8/17/2021,BDT,1,Released,2026018,3,0
2219,108,520,9/12/2022,CNY,105.21,Released,25002.079999999998,3,0
2220,90,0,8/27/2023,BDT,1,Released,3749279.13,1,0
2221,125,1886,5/5/2021,BDT,1,Released,581005,6,0
2222,40,1099,7/25/2022,USD,99.57,Released,369185.08,5,0
2223,11,427,5/19/2023,BDT,1,Released,5421677.74,5,0
2224,103,1634,9/1/2023,USD,108.58,Released,889418.1,4,0
2225,22,2101,8/11/2023,BDT,1,Released,7086260.86,3,0
2226,33,2214,1/4/2022,USD,87.57,Released,19445.15,6,0
2227,19,736,1/7/2021,USD,85.22,Released,578520.45,1,0
2228,47,561,9/16/2022,CNY,105.32,Released,46328.64,2,0
2229,150,2387,8/1/2023,BDT,1,Released,5361050.0600000005,6,0
2230,83,2052,5/8/2021,BDT,1,Released,1361670,3,0
2231,116,0,11/6/2022,BDT,1,Released,3412871.2800000003,1,0
2232,149,0,4/24/2021,CNY,85.45,Released,10443.21,4,0
2233,127,2174,3/7/2023,BDT,1,Released,1946188.16,6,0
2234,27,0,1/8/2020,BDT,1,Released,4266072,1,1
2235,55,2071,2/20/2023,BDT,1,Released,1209577.98,1,0
2236,16,1288,1/10/2022,BDT,1,Released,3548338.5599999996,2,0
2237,12,368,5/16/2020,USD,84.63,Released,393623.8,2,0
2238,36,1337,4/26/2021,USD,85.92,Released,351982.07999999996,2,0
2239,89,1324,10/3/2022,CNY,107.79,Released,253697.32,1,0
2240,20,1093,4/9/2023,BDT,1,Released,4122614.45,4,0
2241,101,968,7/20/2023,BDT,1,Released,1031663.89,3,0
2242,121,370,9/17/2021,USD,85.3,Released,5764.95,4,0
2243,72,114,12/22/2022,BDT,1,Released,157829.29,1,0
2244,135,0,10/30/2022,USD,107.15,Released,700723.52,3,0
2245,12,0,3/20/2023,USD,109.08,Released,529939.4299999999,2,0
2246,41,1896,11/25/2023,CNY,106.67,Released,411244.61,3,0
2247,63,1090,3/9/2023,BDT,1,Released,1157833.69,3,0
2248,1,1641,9/22/2023,USD,106.27,Released,28775.29,6,0
2249,50,0,8/14/2021,USD,85.11,Released,284815.08999999997,3,0
2250,138,0,1/8/2021,CNY,85.64,Released,95173.44,1,0
2251,31,864,7/19/2023,BDT,1,Released,3433059.96,1,0
2252,123,1424,12/8/2023,USD,107.02,Released,68591.93000000001,2,0
2253,9,2312,9/18/2021,BDT,1,Released,1501352,3,0
2254,119,816,12/30/2021,BDT,1,Released,2746878,1,0
2255,139,2246,8/18/2023,USD,105.76,Released,20659.85,6,0
2256,27,581,9/25/2020,BDT,1,Released,193029,1,0
2257,9,1064,7/13/2023,BDT,1,Released,1526300.98,3,0
2258,74,1047,7/13/2023,BDT,1,Released,2274843.81,4,0
2259,26,2493,1/20/2022,BDT,1,Released,4627488.0200000005,1,0
2260,76,0,11/9/2021,BDT,1,Released,1449850,1,0
2261,120,489,7/9/2022,BDT,1,Released,3029358.7800000003,3,0
2262,123,432,6/3/2023,USD,106.38,Released,333480.72,2,0
2263,127,167,3/6/2023,BDT,1,Released,4663463.4,6,0
2264,123,12,12/21/2023,USD,110.3,Released,25405.72,2,0
2265,37,1137,3/22/2021,BDT,1,Released,2361995,2,0
2266,51,0,11/25/2022,BDT,1,Released,7051091.87,6,0
2267,130,472,1/1/2022,BDT,1,Released,2498158.7800000003,1,0
2268,111,1812,8/8/2023,BDT,1,Released,2674801.17,5,0
2269,118,1014,6/2/2023,BDT,1,Released,5122196.67,2,0
2270,72,197,10/9/2022,BDT,1,Released,1333718.08,1,0
2271,46,0,3/22/2021,USD,85.12,Released,264755.53,2,1
2272,84,2154,10/16/2023,BDT,1,Released,2908559.6799999997,2,0
2273,23,114,5/2/2022,BDT,1,Released,3475222.39,2,0
2274,127,1866,4/11/2023,BDT,1,Released,2891918.55,6,0
2275,108,1537,6/6/2021,CNY,85.78,Released,204965.69,3,0
2276,52,2250,11/29/2022,USD,110.43,Released,4859.11,3,0
2277,121,386,9/24/2020,USD,85.02,Released,36305.22,4,0
2278,74,2067,3/14/2022,BDT,1,Released,2804559.82,4,0
2279,64,326,9/7/2023,BDT,1,Released,897510.54,1,0
2280,23,2348,1/21/2023,BDT,1,Released,1959368.44,2,0
2281,77,1076,9/29/2023,BDT,1,Released,1040768.24,2,0
2282,112,0,12/18/2020,BDT,1,Released,2643268,6,0
2283,4,1152,10/2/2022,BDT,1,Released,981183.03,3,0
2284,5,843,9/18/2023,BDT,1,Released,2004830.09,2,0
2285,64,2348,12/21/2023,BDT,1,Released,2529290.46,1,0
2286,138,2264,12/29/2023,CNY,107.41,Released,284665.43000000005,1,0
2287,6,0,1/13/2022,USD,87.86,Released,184299.64,6,0
2288,8,0,7/20/2021,BDT,1,Released,1116168,3,0
2289,76,2032,8/17/2023,BDT,1,Released,2081968.46,1,0
2290,2,1454,10/14/2023,BDT,1,Released,1566017.73,1,0
2291,64,1510,11/21/2022,BDT,1,Released,142930.7,1,0
2292,49,2179,3/1/2023,BDT,1,Released,820597.97,4,0
2293,134,82,9/9/2021,BDT,1,Released,1751027,1,0
2294,74,1311,10/11/2023,BDT,1,Released,628986.8500000001,4,0
2295,53,0,9/10/2023,BDT,1,Released,2209218.35,2,0
2296,57,1211,12/29/2022,BDT,1,Released,3947678.5,1,0
2297,121,1995,2/11/2023,USD,107.59,Released,17073.53,4,0
2298,43,1694,1/23/2022,BDT,1,Released,3895651.39,4,0
2299,1,2194,5/31/2021,USD,85.44,Released,39816.06,6,0
2300,3,783,1/23/2023,BDT,1,Released,3667102.8,1,0
2301,39,2483,12/31/2023,BDT,1,Released,142193.81,1,0
2302,89,0,7/24/2022,CNY,100.13,Released,4169.77,1,0
2303,14,980,6/19/2022,USD,97.54,Released,162867.32,5,0
2304,75,1631,5/18/2023,BDT,1,Released,1666654.1,3,0
2305,54,974,4/6/2023,CNY,107.6,Released,7020.77,5,0
2306,86,1337,4/25/2023,BDT,1,Released,3176419.91,5,0
2307,3,0,10/29/2022,BDT,1,Released,5434791.68,1,0
2308,76,456,5/20/2023,BDT,1,Released,3157224.88,1,0
2309,141,1685,6/20/2021,USD,85.39,Released,480751,4,0
2310,37,1541,6/13/2023,BDT,1,Released,1020834.68,2,0
2311,54,2173,4/26/2021,CNY,85.23,Released,10563.85,5,0
2312,72,1996,6/2/2020,BDT,1,Released,1178178,1,0
2313,130,418,9/11/2022,BDT,1,Released,565503.81,1,0
2314,31,0,11/20/2020,BDT,1,Released,6173013,1,1
2315,89,281,12/21/2023,CNY,108.7,Released,351159.79,1,0
2316,135,50,5/10/2021,USD,85.57,Released,990.6,3,0
2317,129,1161,4/27/2023,USD,107.18,Released,15840.170000000002,2,0
2318,113,0,11/22/2023,BDT,1,Released,5963549.59,6,0
2319,91,872,5/23/2021,BDT,1,Released,2738433,6,0
2320,85,596,8/23/2023,CNY,109.23,Released,888187.1699999999,1,0
2321,88,887,3/13/2022,BDT,1,Released,2188771.6799999997,2,0
2322,112,1161,10/12/2023,BDT,1,Released,6215972.38,6,0
2323,29,1134,10/1/2021,BDT,1,Released,4771322,6,0
2324,41,1804,9/21/2022,CNY,105.19,Released,785.32,3,0
2325,115,0,4/17/2021,USD,84.68,Released,312.3,5,0
2326,131,1410,7/22/2022,BDT,1,Released,3029775.9499999997,5,0
2327,64,0,4/27/2022,BDT,1,Released,1131865.01,1,0
2328,34,1676,9/13/2023,BDT,1,Released,2413135.03,2,0
2329,7,0,2/18/2021,BDT,1,Released,2177764,1,0
2330,46,2377,11/13/2022,USD,109.97,Released,413196.97,2,0
2331,142,1038,2/21/2022,BDT,1,Released,2818842.61,6,0
2332,31,291,1/8/2023,BDT,1,Released,4854943.09,1,0
2333,150,191,2/1/2021,BDT,1,Released,403639,6,0
2334,29,537,3/1/2022,BDT,1,Released,1162208.26,6,0
2335,94,930,1/18/2022,BDT,1,Released,5539686.47,1,0
2336,56,1299,3/24/2022,BDT,1,Released,1824045.4,5,0
2337,3,855,12/11/2023,BDT,1,Released,3818559.38,1,0
2338,52,1950,8/4/2023,USD,107.89,Released,15605.449999999999,3,0
2339,139,1416,5/20/2023,USD,107.39,Released,27084.13,6,0
2340,95,25,8/22/2023,BDT,1,Released,3852153.1,4,0
2341,90,938,1/16/2023,BDT,1,Released,3068851.1599999997,1,0
2342,140,1498,11/4/2022,CNY,109.63,Released,7353.38,6,0
2343,114,0,8/3/2021,BDT,1,Released,2575032,3,0
2344,143,0,11/14/2020,USD,85.31,Released,33643.28,6,0
2345,38,118,10/20/2021,BDT,1,Released,4995786,6,0
2346,18,888,3/7/2023,BDT,1,Released,3336146.99,3,0
2347,101,2202,5/28/2023,BDT,1,Released,6162346.01,3,0
2348,87,2037,3/9/2022,BDT,1,Released,1158277.49,1,0
2349,33,1700,11/5/2021,USD,86.27,Released,373449.24000000005,6,0
2350,10,1998,12/10/2021,CNY,86.18,Released,574764.74,1,0
2351,60,110,4/10/2022,CNY,87.34,Released,67562.5,1,0
2352,105,1390,5/22/2021,BDT,1,Released,1832003,5,0
2353,122,66,8/22/2022,BDT,1,Released,2752305.64,5,0
2354,129,1248,5/26/2023,USD,108.66,Released,8158.1,2,0
2355,34,742,11/12/2020,BDT,1,Released,4922029,2,0
2356,5,2299,8/16/2020,BDT,1,Released,678975,2,0
2357,140,1429,11/10/2022,CNY,109.57,Released,19871.46,6,0
2358,122,796,8/24/2022,BDT,1,Released,2285893.06,5,0
2359,13,0,1/17/2022,USD,85.8,Released,36625.51,3,1
2360,66,2044,4/10/2022,BDT,1,Released,956512.45,5,0
2361,93,0,11/2/2021,BDT,1,Released,1836149,2,0
2362,76,2418,2/21/2021,BDT,1,Released,1032637,1,0
2363,64,0,11/4/2023,BDT,1,Released,2885652.69,1,0
2364,44,677,10/2/2021,BDT,1,Released,511687,3,0
2365,119,213,9/23/2021,BDT,1,Released,2068842,1,0
2366,13,0,1/26/2020,USD,85.43,Released,27768.21,3,1
2367,3,1693,4/16/2023,BDT,1,Released,2095972.46,1,0
2368,94,0,8/21/2023,BDT,1,Released,18669.57,1,0
2369,125,862,3/23/2023,BDT,1,Released,1898607.42,6,0
2370,91,0,8/13/2023,BDT,1,Released,3190748.78,6,0
2371,121,610,9/14/2023,USD,111.09,Released,20771.54,4,0
2372,49,324,7/12/2021,BDT,1,Released,4432266,4,0
2373,19,445,1/4/2023,USD,107.34,Released,266163.93000000005,1,0
2374,71,1135,7/14/2022,CNY,100.23,Released,762053.5499999999,3,0
2375,124,0,6/23/2021,USD,85.06,Released,313119.68000000005,5,0
2376,116,0,1/17/2021,BDT,1,Released,1166724,1,0
2377,40,275,12/2/2021,USD,85.16,Released,985.92,5,0
2378,35,1668,10/8/2022,BDT,1,Released,1008036.5900000001,4,0
2379,95,157,3/7/2022,BDT,1,Released,625005.96,4,0
2380,107,1070,2/4/2023,USD,110.3,Released,96336.95,4,0
2381,47,0,5/16/2022,CNY,94.54,Released,1841.71,2,0
2382,140,948,7/31/2023,CNY,110.24,Released,51052.64,6,0
2383,148,2201,8/31/2023,BDT,1,Released,2389221.2199999997,1,0
2384,115,0,4/29/2021,USD,85.81,Released,290571.76999999996,5,0
2385,53,433,11/24/2023,BDT,1,Released,1444877.27,2,0
2386,5,1377,11/4/2022,BDT,1,Released,1310735.49,2,0
2387,86,1388,6/8/2022,BDT,1,Released,2998859.02,5,0
2388,28,0,8/10/2023,BDT,1,Released,1210674.75,2,0
2389,111,52,2/6/2023,BDT,1,Released,4086220.35,5,0
2390,142,2304,11/18/2021,BDT,1,Released,1266002,6,0
2391,26,1308,12/28/2020,BDT,1,Released,2440696,1,0
2392,56,994,12/24/2023,BDT,1,Released,3323960.25,5,0
2393,134,943,2/27/2023,BDT,1,Released,1231789.06,1,0
2394,49,0,2/25/2021,BDT,1,Released,1977335,4,0
2395,37,1682,12/13/2023,BDT,1,Released,4969273.24,2,0
2396,52,172,8/24/2020,USD,85.45,Released,23077.45,3,0
2397,54,1322,11/13/2023,CNY,110.13,Released,179400.12,5,0
2398,35,1934,11/18/2023,BDT,1,Released,2264456.2600000002,4,0
2399,115,945,7/21/2021,USD,85.42,Released,34309.24,5,0
2400,114,1967,12/27/2022,BDT,1,Released,4411764.51,3,0
2401,59,921,9/23/2023,BDT,1,Released,5284280.78,5,0
2402,53,167,3/6/2023,BDT,1,Released,5547658.36,2,0
2403,99,2376,7/15/2023,BDT,1,Released,2513267.22,6,0
2404,83,266,7/10/2022,BDT,1,Released,4983426.78,3,0
2405,126,406,11/25/2023,BDT,1,Released,2163251.74,5,0
2406,32,277,1/23/2021,USD,85.11,Released,5354.34,5,0
2407,99,0,3/23/2022,BDT,1,Released,5925130.15,6,0
2408,30,1746,5/9/2023,BDT,1,Released,2160192.4699999997,5,0
2409,25,2420,5/6/2021,BDT,1,Released,128772,3,0
2410,112,795,12/4/2021,BDT,1,Released,3348484,6,0
2411,104,258,7/7/2022,BDT,1,Released,2180556.46,3,0
2412,93,1416,9/1/2022,BDT,1,Released,558796.94,2,0
2413,43,560,10/30/2022,BDT,1,Released,5075127.77,4,0
