invoice_id,po_id,grn_id,invoice_date,vendor_invoice_no,invoice_amount,currency,spend_category
2129,2163,2129,2023-06-22,INV-9102,2078630.21,BDT,Inventory
2130,2164,2130,2021-04-14,INV-6780,1890448.0,BDT,Opex-Marketing
2131,2165,2131,2022-02-22,INV-3321,2095991.16,BDT,Inventory
2132,2166,2132,2023-01-18,INV-8494,193902.5,BDT,Opex-Admin
2133,2167,2133,2021-06-07,INV-2507,267.96,CNY,Inventory
2134,2168,2134,2023-09-22,INV-9279,3180442.39,BDT,Inventory
2135,2169,2135,2020-08-09,INV-2942,3867533.0,BDT,Inventory
2136,2170,2136,2023-07-06,INV-7757,4278404.72,BDT,Opex-Logistics
2137,2171,2137,2023-01-21,INV-4950,3438297.93,BDT,Opex-Facility
2138,2172,2138,2023-12-16,INV-0246,7840390.43,BDT,Inventory
2139,2173,2139,2023-03-28,INV-6506,3361077.83,BDT,Opex-Marketing
2140,2174,2140,2023-12-24,INV-9398,1826007.31,BDT,Inventory
2141,2175,2141,2023-01-22,INV-7807,1083887.06,USD,Inventory
2142,2176,2142,2022-12-09,INV-1333,1714398.2,BDT,Inventory
2143,2177,2143,2022-09-14,INV-2030,6788094.48,BDT,Opex-Facility
2144,2178,2144,2021-08-05,INV-1823,246339.63,CNY,Capex-IT
2145,2179,2145,2022-05-10,INV-6424,150106.82,USD,Inventory
2146,2180,2146,2022-05-10,INV-6036,6327204.79,BDT,Opex-Marketing
2147,2181,2147,2022-12-10,INV-3851,395658.99,CNY,Inventory
2148,2182,2148,2021-11-03,INV-0787,3145288.0,BDT,Inventory
2149,2183,2149,2023-12-08,INV-5278,2380180.19,BDT,Inventory
2150,2184,2150,2023-10-15,INV-4860,198878.79,USD,Inventory
2151,2185,2151,2023-09-05,INV-2470,19635.05,CNY,Inventory
2152,2186,2152,2022-08-28,INV-8466,3553794.9,BDT,Opex-Marketing
2153,2187,2153,2021-09-21,INV-5103,53320.0,BDT,Opex-Admin
2154,2188,2154,2021-10-22,INV-3157,2151361.0,BDT,Inventory
2155,2189,2155,2023-10-17,INV-0522,1800.32,CNY,Inventory
2156,2190,2156,2023-08-10,INV-1973,4875095.88,BDT,Inventory
2157,2191,2157,2022-03-20,INV-6498,3723179.44,BDT,Opex-Facility
2158,2192,2158,2022-05-27,INV-2678,3967934.34,BDT,Opex-Marketing
2159,2193,2159,2022-06-03,INV-8937,3744486.4,BDT,Inventory
2160,2194,2160,2023-07-18,INV-5236,521582.68,USD,Capex-IT
2161,2195,2161,2021-03-09,INV-6158,3242979.0,BDT,Inventory
2162,2196,2162,2021-02-02,INV-5755,1771691.0,BDT,Inventory
2163,2197,2163,2023-08-31,INV-9178,53660.82,CNY,Inventory
2164,2198,2164,2020-02-17,INV-5970,3572381.0,BDT,Inventory
2165,2199,2165,2023-02-03,INV-4572,3384305.84,BDT,Inventory
2166,2200,2166,2021-02-18,INV-5625,2315430.0,BDT,Inventory
2167,2201,2167,2022-03-22,INV-5166,141058.18,USD,Capex-IT
2168,2202,2168,2023-11-03,INV-9572,12976.2,USD,Inventory
2169,2203,2169,2022-02-26,INV-3321,353610.47,CNY,Capex-IT
2170,2204,2170,2023-09-21,INV-2721,1613504.28,BDT,Inventory
2171,2205,2171,2022-11-21,INV-9053,5958144.25,BDT,Opex-Marketing
2172,2206,2172,2020-02-20,INV-8785,1171968.0,BDT,Inventory
2173,2207,2173,2022-12-04,INV-2745,507907.4,BDT,Opex-Facility
2174,2208,2174,2023-05-04,INV-1993,2672099.7,BDT,Inventory
2175,2209,2175,2022-07-14,INV-6123,3430660.55,BDT,Opex-Marketing
2176,2210,2176,2023-12-10,INV-1782,2535779.04,BDT,Inventory
2177,2211,2177,2023-12-15,INV-7598,216337.19,USD,Inventory
2178,2212,2178,2022-02-20,INV-9382,31325.41,USD,Inventory
2179,2213,2179,2023-08-31,INV-4811,245220.85,BDT,Inventory
2180,2214,2180,2023-03-26,INV-9057,5567755.53,BDT,Inventory
2181,2215,2181,2020-12-21,INV-4506,1868196.0,BDT,Inventory
2182,2216,2182,2022-10-03,INV-1026,27637.92,USD,Inventory
2183,2217,2183,2023-12-29,INV-0666,3518564.89,BDT,Inventory
2184,2218,2184,2021-08-31,INV-0187,2026018.0,BDT,Inventory
2185,2219,2185,2022-11-01,INV-6676,25002.38,CNY,Inventory
2186,2220,2186,2023-09-18,INV-0067,3749279.15,BDT,Inventory
2187,2221,2187,2021-05-16,INV-0358,581005.0,BDT,Inventory
2188,2222,2188,2022-10-02,INV-5481,369182.35,USD,Capex-IT
2189,2223,2189,2023-06-11,INV-1000,5146819.46,BDT,Inventory
2190,2224,2190,2023-09-09,INV-4015,888299.23,USD,Capex-IT
2191,2225,2191,2023-08-20,INV-1242,7086261.21,BDT,Inventory
2192,2226,2192,2022-02-17,INV-4203,19443.44,USD,Inventory
2193,2227,2193,2021-01-20,INV-4633,578520.45,USD,Capex-IT
2194,2228,2194,2022-11-02,INV-5201,45885.97,CNY,Inventory
2195,2229,2195,2023-08-07,INV-9002,5361051.47,BDT,Opex-Facility
2196,2230,2196,2021-06-03,INV-6219,1361670.0,BDT,Opex-Marketing
2197,2231,2197,2022-11-26,INV-0927,3410700.64,BDT,Opex-Admin
2198,2232,2198,2021-05-10,INV-1931,10443.21,CNY,Inventory
2199,2233,2199,2023-03-17,INV-1512,1946188.67,BDT,Inventory
2200,2234,2200,2020-01-19,INV-3831,4266072.0,BDT,Inventory
2201,2235,2201,2023-03-01,INV-0536,1209577.4,BDT,Opex-Admin
2202,2236,2202,2022-01-29,INV-6132,3548335.86,BDT,Opex-Facility
2203,2237,2203,2020-05-28,INV-0195,393623.8,USD,Capex-IT
2204,2238,2204,2021-05-04,INV-6510,351982.08,USD,Capex-IT
2205,2239,2205,2022-11-25,INV-5163,235618.98,CNY,Capex-IT
2206,2240,2206,2023-04-28,INV-9264,4122610.59,BDT,Inventory
2207,2241,2207,2023-08-08,INV-7463,1031663.52,BDT,Inventory
2208,2242,2208,2021-10-05,INV-4614,5764.95,USD,Inventory
2209,2243,2209,2022-12-30,INV-3255,157829.29,BDT,Inventory
2210,2244,2210,2022-12-03,INV-3560,700721.84,USD,Inventory
2211,2245,2211,2023-03-31,INV-4410,529938.09,USD,Inventory
2212,2246,2212,2023-12-12,INV-6030,411246.83,CNY,Inventory
2213,2247,2213,2023-03-28,INV-8496,1157833.39,BDT,Inventory
2214,2248,2214,2023-09-30,INV-6244,28776.01,USD,Inventory
2215,2249,2215,2021-08-25,INV-5304,284815.09,USD,Inventory
2216,2250,2216,2021-01-26,INV-2778,95173.44,CNY,Inventory
2217,2251,2217,2023-08-01,INV-3581,3433061.41,BDT,Opex-Facility
2218,2252,2218,2023-12-21,INV-4802,68591.42,USD,Inventory
2219,2253,2219,2021-10-05,INV-0870,1399127.0,BDT,Inventory
2220,2254,2220,2022-01-16,INV-2911,2683234.0,BDT,Inventory
2221,2255,2221,2023-08-29,INV-7477,20657.91,USD,Inventory
2222,2256,2222,2020-10-07,INV-3339,193029.0,BDT,Inventory
2223,2257,2223,2023-08-05,INV-1785,1526299.82,BDT,Inventory
2224,2258,2224,2023-07-24,INV-0406,2274842.33,BDT,Inventory
2225,2259,2225,2022-02-04,INV-8129,4627488.13,BDT,Inventory
2226,2260,2226,2021-11-24,INV-0692,1449850.0,BDT,Inventory
2227,2261,2227,2022-07-27,INV-8268,3029360.31,BDT,Inventory
2228,2262,2228,2023-06-13,INV-9896,333481.83,USD,Inventory
2229,2263,2229,2023-03-15,INV-4139,4663466.26,BDT,Inventory
2230,2264,2230,2024-01-02,INV-0844,25406.99,USD,Inventory
2231,2265,2231,2021-04-08,INV-6519,2361995.0,BDT,Inventory
2232,2266,2232,2022-12-04,INV-5951,6893153.83,BDT,Inventory
2233,2267,2233,2022-01-08,INV-8100,2498161.63,BDT,Inventory
2234,2268,2234,2023-08-20,INV-8835,2674799.95,BDT,Inventory
2235,2269,2235,2023-06-14,INV-8325,5122193.84,BDT,Opex-Facility
2236,2270,2236,2022-10-20,INV-3369,1333717.26,BDT,Inventory
2237,2271,2237,2021-03-31,INV-8711,264755.53,USD,Inventory
2238,2272,2238,2023-11-03,INV-4608,2908558.92,BDT,Inventory
2239,2273,2239,2022-05-15,INV-1499,3475222.26,BDT,Opex-Marketing
2240,2274,2240,2023-04-21,INV-6536,2772305.48,BDT,Inventory
2241,2275,2241,2021-06-27,INV-9963,204587.19,CNY,Inventory
2242,2276,2242,2023-01-19,INV-8628,4860.0,USD,Inventory
2243,2277,2243,2020-10-16,INV-2175,36305.22,USD,Inventory
2244,2278,2244,2022-03-25,INV-0059,2684172.84,BDT,Inventory
2245,2279,2245,2023-09-22,INV-7465,897509.82,BDT,Opex-Facility
2246,2280,2246,2023-02-05,INV-8480,1959369.72,BDT,Opex-Marketing
2247,2281,2247,2023-10-10,INV-4771,861977.94,BDT,Inventory
2248,2282,2248,2021-01-07,INV-1783,2643268.0,BDT,Inventory
2249,2283,2249,2022-10-14,INV-2967,981182.9,BDT,Inventory
2250,2284,2250,2023-10-11,INV-3823,1581204.27,BDT,Inventory
2251,2285,2251,2023-12-27,INV-2743,2529289.77,BDT,Opex-Facility
2252,2287,2252,2022-02-28,INV-9355,180990.99,USD,Capex-IT
2253,2288,2253,2021-07-29,INV-4128,1116168.0,BDT,Opex-Marketing
2254,2289,2254,2023-08-28,INV-8501,2081966.35,BDT,Inventory
2255,2290,2255,2023-11-01,INV-8319,1566019.11,BDT,Opex-Logistics
2256,2291,2256,2022-12-02,INV-1563,142930.74,BDT,Opex-Facility
2257,2292,2257,2023-03-13,INV-6206,820599.86,BDT,Inventory
2258,2293,2258,2021-09-18,INV-0929,1677804.0,BDT,Opex-Marketing
2259,2294,2259,2023-10-23,INV-0915,628987.22,BDT,Inventory
2260,2295,2260,2023-10-01,INV-7062,2209220.13,BDT,Opex-Admin
2261,2296,2261,2023-01-17,INV-5140,3947680.05,BDT,Inventory
2262,2297,2262,2023-02-27,INV-9549,17074.11,USD,Inventory
2263,2298,2263,2022-02-01,INV-7303,3895652.82,BDT,Opex-Facility
2264,2299,2264,2021-06-11,INV-1917,39555.66,USD,Inventory
2265,2300,2265,2023-02-03,INV-6575,3667105.28,BDT,Inventory
2266,2302,2266,2022-08-22,INV-5857,4170.08,CNY,Inventory
2267,2303,2267,2022-08-04,INV-7136,162869.02,USD,Inventory
2268,2304,2268,2023-05-31,INV-7711,1410767.86,BDT,Inventory
2269,2305,2269,2023-04-16,INV-7379,5022.08,CNY,Inventory
2270,2306,2270,2023-05-07,INV-2316,3176418.8,BDT,Opex-Facility
2271,2307,2271,2022-11-08,INV-4624,5434790.55,BDT,Inventory
2272,2308,2272,2023-05-31,INV-5981,3157225.56,BDT,Inventory
2273,2309,2273,2021-06-26,INV-3074,412776.08,USD,Inventory
2274,2310,2274,2023-07-03,INV-3262,1020835.2,BDT,Inventory
2275,2311,2275,2021-05-06,INV-7892,10563.85,CNY,Inventory
2276,2312,2276,2020-06-11,INV-7377,1178178.0,BDT,Inventory
2277,2313,2277,2022-09-22,INV-1502,565503.55,BDT,Inventory
2278,2314,2278,2020-11-27,INV-5875,6173013.0,BDT,Opex-Marketing
2279,2315,2279,2023-12-30,INV-6565,351160.88,CNY,Capex-IT
2280,2316,2280,2021-05-21,INV-3108,990.6,USD,Inventory
2281,2317,2281,2023-05-21,INV-2287,15840.0,USD,Inventory
2282,2318,2282,2023-12-10,INV-8865,5963553.22,BDT,Inventory
2283,2319,2283,2021-06-15,INV-0760,2738433.0,BDT,Inventory
2284,2320,2284,2023-09-07,INV-5680,888187.47,CNY,Capex-IT
2285,2321,2285,2022-04-09,INV-3556,2188769.89,BDT,Inventory
2286,2322,2286,2023-11-01,INV-5252,6215971.89,BDT,Inventory
2287,2323,2287,2021-10-25,INV-7272,4771322.0,BDT,Inventory
2288,2324,2288,2022-11-15,INV-1345,785.25,CNY,Inventory
2289,2325,2289,2021-04-27,INV-4741,312.3,USD,Inventory
2290,2326,2290,2022-07-30,INV-3974,2682988.47,BDT,Inventory
2291,2327,2291,2022-05-10,INV-7129,1131863.62,BDT,Opex-Facility
2292,2328,2292,2023-10-02,INV-9457,2393443.88,BDT,Inventory
2293,2329,2293,2021-02-27,INV-5207,2177764.0,BDT,Opex-Logistics
2294,2330,2294,2022-12-28,INV-9227,413201.43,USD,Inventory
2295,2331,2295,2022-03-01,INV-2259,2818841.91,BDT,Inventory
2296,2332,2296,2023-01-20,INV-2408,4854940.87,BDT,Opex-Marketing
2297,2333,2297,2021-02-11,INV-1690,403639.0,BDT,Opex-Facility
2298,2334,2298,2022-03-22,INV-4236,1162209.61,BDT,Inventory
2299,2335,2299,2022-01-29,INV-5344,5539682.63,BDT,Inventory
2300,2336,2300,2022-04-02,INV-9505,1650993.2,BDT,Inventory
2301,2337,2301,2023-12-23,INV-2258,3818561.89,BDT,Inventory
2302,2338,2302,2023-08-17,INV-4833,15607.05,USD,Inventory
2303,2339,2303,2023-06-03,INV-7038,27085.85,USD,Inventory
2304,2340,2304,2023-08-31,INV-7661,3852155.89,BDT,Opex-Marketing
2305,2341,2305,2023-02-10,INV-7620,3068848.94,BDT,Inventory
2306,2342,2306,2022-12-23,INV-4149,7353.77,CNY,Inventory
2307,2343,2307,2021-08-25,INV-2487,2575032.0,BDT,Inventory
2308,2344,2308,2020-11-25,INV-9186,33643.28,USD,Inventory
2309,2345,2309,2021-11-14,INV-9629,4995786.0,BDT,Inventory
2310,2346,2310,2023-03-18,INV-9332,3336148.75,BDT,Inventory
2311,2347,2311,2023-06-13,INV-0672,6162348.98,BDT,Inventory
2312,2348,2312,2022-03-17,INV-6334,1102350.35,BDT,Inventory
2313,2349,2313,2021-12-04,INV-2612,366931.08,USD,Inventory
2314,2350,2314,2021-12-18,INV-8704,574764.74,CNY,Inventory
2315,2351,2315,2022-05-20,INV-8868,67562.28,CNY,Inventory
2316,2352,2316,2021-05-31,INV-0088,1832003.0,BDT,Inventory
2317,2353,2317,2022-09-03,INV-8150,2752303.27,BDT,Inventory
2318,2354,2318,2023-06-21,INV-9434,8157.6,USD,Inventory
2319,2355,2319,2020-12-02,INV-1946,4922029.0,BDT,Inventory
2320,2356,2320,2020-09-08,INV-5428,617715.0,BDT,Inventory
2321,2357,2321,2023-01-06,INV-4335,19872.26,CNY,Inventory
2322,2358,2322,2022-09-08,INV-9643,2153848.72,BDT,Inventory
2323,2359,2323,2022-03-06,INV-8534,36625.77,USD,Capex-IT
2324,2360,2324,2022-05-03,INV-4422,956513.61,BDT,Inventory
2325,2361,2325,2021-11-21,INV-4305,1836149.0,BDT,Inventory
2326,2362,2326,2021-03-03,INV-8942,1032637.0,BDT,Inventory
2327,2363,2327,2023-11-19,INV-0875,2885653.81,BDT,Opex-Marketing
2328,2364,2328,2021-10-14,INV-5725,511687.0,BDT,Inventory
2329,2365,2329,2021-10-14,INV-5570,2068842.0,BDT,Inventory
2330,2366,2330,2020-02-07,INV-6616,27768.21,USD,Inventory
2331,2367,2331,2023-04-27,INV-9061,2095972.1,BDT,Inventory
2332,2368,2332,2023-08-28,INV-7679,18669.6,BDT,Inventory
2333,2369,2333,2023-04-03,INV-3959,1898604.98,BDT,Inventory
2334,2370,2334,2023-09-02,INV-9721,3190750.7,BDT,Inventory
2335,2371,2335,2023-10-02,INV-4084,20298.53,USD,Inventory
2336,2372,2336,2021-07-18,INV-2241,4432266.0,BDT,Inventory
2337,2373,2337,2023-01-11,INV-7655,266164.09,USD,Inventory
2338,2374,2338,2022-09-02,INV-8028,762053.29,CNY,Inventory
2339,2375,2339,2021-07-18,INV-6869,312952.52,USD,Capex-IT
2340,2376,2340,2021-02-04,INV-1387,1166724.0,BDT,Opex-Admin
2341,2377,2341,2021-12-23,INV-6090,739.44,USD,Inventory
2342,2378,2342,2022-10-30,INV-0125,1008034.3,BDT,Inventory
2343,2379,2343,2022-03-15,INV-5954,625006.71,BDT,Opex-Marketing
2344,2380,2344,2023-02-19,INV-0937,96337.83,USD,Inventory
2345,2381,2345,2022-07-11,INV-3750,1840.92,CNY,Inventory
2346,2382,2346,2023-08-17,INV-2347,51048.04,CNY,Inventory
2347,2383,2347,2023-09-27,INV-3607,2389220.0,BDT,Inventory
2348,2384,2348,2021-05-12,INV-0583,290571.77,USD,Inventory
2349,2385,2349,2023-12-17,INV-5230,1444874.29,BDT,Opex-Marketing
2350,2386,2350,2022-11-26,INV-5709,1310735.05,BDT,Inventory
2351,2387,2351,2022-06-20,INV-3483,2998860.25,BDT,Opex-Marketing
2352,2388,2352,2023-08-31,INV-9274,1210674.65,BDT,Inventory
2353,2389,2353,2023-02-17,INV-4957,4086217.51,BDT,Inventory
2354,2390,2354,2021-11-25,INV-9055,1266002.0,BDT,Inventory
2355,2391,2355,2021-01-21,INV-5205,2440696.0,BDT,Inventory
2356,2392,2356,2024-01-04,INV-4174,3323961.48,BDT,Inventory
2357,2393,2357,2023-03-11,INV-7706,1231788.84,BDT,Opex-Marketing
2358,2394,2358,2021-03-08,INV-2042,1977335.0,BDT,Inventory
2359,2395,2359,2023-12-27,INV-2667,4815175.92,BDT,Inventory
2360,2396,2360,2020-09-17,INV-7304,23077.45,USD,Inventory
2361,2397,2361,2023-11-20,INV-7703,179386.75,CNY,Inventory
2362,2398,2362,2023-12-11,INV-1200,2264456.38,BDT,Inventory
2363,2399,2363,2021-08-01,INV-6570,33847.24,USD,Inventory
2364,2400,2364,2023-01-18,INV-1293,4411765.45,BDT,Inventory
2365,2401,2365,2023-10-02,INV-3610,5284281.74,BDT,Inventory
2366,2402,2366,2023-03-29,INV-4600,5515069.13,BDT,Opex-Logistics
2367,2403,2367,2023-07-22,INV-7171,2455576.78,BDT,Inventory
2368,2404,2368,2022-07-30,INV-5239,4787746.43,BDT,Opex-Facility
2369,2405,2369,2023-12-17,INV-7961,2163252.69,BDT,Opex-Marketing
2370,2406,2370,2021-02-16,INV-5487,5200.32,USD,Inventory
2371,2407,2371,2022-04-02,INV-8173,5925125.96,BDT,Inventory
2372,2408,2372,2023-06-03,INV-9547,2160191.02,BDT,Opex-Facility
2373,2409,2373,2021-05-29,INV-7640,128772.0,BDT,Opex-Marketing
2374,2410,2374,2021-12-25,INV-1485,3348484.0,BDT,Inventory
2375,2411,2375,2022-08-02,INV-6541,2180557.5,BDT,Inventory
2376,2412,2376,2022-09-24,INV-5638,558798.48,BDT,Inventory
2377,2413,2377,2022-11-08,INV-7659,5029343.86,BDT,Opex-Marketing
2378,2414,2378,2022-07-28,INV-7368,945095.29,USD,Inventory
2379,2415,2379,2022-10-22,INV-8499,24125.18,USD,Inventory
2380,2416,2380,2021-07-05,INV-0419,35195.62,USD,Inventory
2381,2417,2381,2022-11-27,INV-8145,6022784.31,BDT,Inventory
2382,2418,2382,2023-09-20,INV-0089,25717.41,USD,Inventory
2383,2419,2383,2023-04-01,INV-7012,5385375.9,BDT,Inventory
2384,2420,2384,2021-06-27,INV-2877,6832.82,CNY,Inventory
2385,2421,2385,2022-07-19,INV-9426,1544626.49,BDT,Inventory
2386,2422,2386,2021-06-24,INV-6199,915201.0,BDT,Inventory
2387,2423,2387,2023-10-09,INV-6679,27252.0,USD,Inventory
2388,2424,2388,2021-09-26,INV-3421,284849.2,USD,Inventory
2389,2425,2389,2023-04-10,INV-8284,3150640.11,BDT,Opex-Marketing
2390,2426,2390,2021-03-01,INV-6780,3691725.0,BDT,Inventory
2391,2427,2391,2020-10-25,INV-9926,2989100.0,BDT,Inventory
2392,2428,2392,2023-01-17,INV-3519,281340.8,USD,Inventory
2393,2429,2393,2023-08-03,INV-9162,3100204.17,BDT,Opex-Marketing
2394,2430,2394,2023-08-19,INV-8986,211445.2,USD,Capex-IT
2395,2431,2395,2023-03-29,INV-6220,7225920.6,BDT,Inventory
2396,2432,2396,2022-12-28,INV-9784,2239476.32,BDT,Inventory
2397,2433,2397,2023-06-11,INV-1294,3644307.14,BDT,Inventory
2398,2434,2398,2022-07-19,INV-7566,342.7,USD,Inventory
2399,2435,2399,2023-02-04,INV-5535,6297481.4,BDT,Inventory
2400,2436,2400,2023-11-19,INV-0162,657110.96,BDT,Inventory
2401,2437,2401,2022-10-11,INV-1201,4966059.68,BDT,Opex-Facility
2402,2438,2402,2023-12-11,INV-5649,2324256.29,BDT,Opex-Marketing
2403,2439,2403,2023-04-29,INV-4144,1810781.93,BDT,Opex-Facility
2404,2440,2404,2022-10-17,INV-9942,1740420.99,BDT,Inventory
2405,2441,2405,2023-02-11,INV-4146,130435.7,USD,Capex-IT
2406,2442,2406,2022-09-25,INV-9857,137408.26,USD,Inventory
2407,2443,2407,2022-04-22,INV-0116,2667674.22,BDT,Opex-Facility
2408,2444,2408,2023-05-08,INV-2927,330606.42,USD,Capex-IT
2409,2445,2409,2020-05-04,INV-5862,1273824.0,BDT,Opex-Facility
2410,2446,2410,2021-06-01,INV-5225,1129.7,USD,Inventory
2411,2447,2411,2021-07-28,INV-2019,233343.03,USD,Capex-IT
2412,2448,2412,2022-03-18,INV-9280,2651123.91,BDT,Inventory
2413,2449,2413,2023-11-12,INV-7044,408934.53,BDT,Inventory
2414,2450,2414,2023-08-06,INV-2644,3777324.47,BDT,Inventory
2415,2451,2415,2023-12-25,INV-4376,2838798.72,BDT,Inventory
2416,2452,2416,2021-05-02,INV-6410,25711.04,USD,Capex-IT
2417,2453,2417,2023-03-01,INV-4789,3705210.68,BDT,Opex-Marketing
2418,2454,2418,2023-10-17,INV-3710,217156.55,USD,Inventory
2419,2455,2419,2023-02-19,INV-4267,53556.19,USD,Inventory
2420,2456,2420,2023-10-04,INV-3893,3302135.78,BDT,Inventory
2421,2457,2421,2021-09-27,INV-1118,2839926.0,BDT,Inventory
2422,2458,2422,2023-04-19,INV-7807,7092902.86,BDT,Inventory
2423,2459,2423,2023-08-11,INV-1725,782468.85,USD,Inventory
2424,2460,2424,2021-06-02,INV-0317,701.43,CNY,Inventory
2425,2461,2425,2023-10-28,INV-4700,3999552.17,BDT,Inventory
2426,2462,2426,2021-12-17,INV-4294,4496281.0,BDT,Opex-Facility
2427,2464,2427,2021-08-13,INV-4213,85210.02,USD,Inventory
2428,2465,2428,2023-05-01,INV-5864,3799454.87,BDT,Inventory
2429,2466,2429,2021-09-30,INV-8450,3517950.0,BDT,Opex-Facility
2430,2467,2430,2023-10-10,INV-9934,1763173.64,BDT,Inventory
2431,2468,2431,2023-03-25,INV-1327,3264059.66,BDT,Inventory
2432,2469,2432,2022-02-22,INV-8907,5581150.89,BDT,Inventory
2433,2470,2433,2022-04-03,INV-7521,1075366.0,USD,Capex-IT
2434,2471,2434,2021-04-17,INV-3135,89745.36,CNY,Inventory
2435,2472,2435,2023-08-10,INV-4681,8254941.84,BDT,Inventory
2436,2473,2436,2023-08-31,INV-3562,140585.48,CNY,Capex-IT
2437,2474,2437,2021-12-05,INV-6367,4044712.0,BDT,Inventory
2438,2475,2438,2021-07-28,INV-5268,23710.74,USD,Inventory
2439,2476,2439,2020-09-10,INV-0267,5643411.0,BDT,Opex-Marketing
2440,2477,2440,2022-08-04,INV-4070,3472532.63,BDT,Inventory
2441,2478,2441,2021-05-19,INV-4861,262586.76,USD,Capex-IT
2442,2479,2442,2022-05-10,INV-7835,9770876.66,BDT,Inventory
2443,2480,2443,2023-09-30,INV-7859,348769.12,USD,Capex-IT
2444,2481,2444,2023-01-26,INV-4202,28446.29,USD,Inventory
2445,2482,2445,2023-03-31,INV-5020,5144865.11,BDT,Opex-Marketing
2446,2483,2446,2021-12-05,INV-2883,15880.43,USD,Inventory
2447,2484,2447,2021-04-13,INV-1754,5196285.0,BDT,Opex-Marketing
2448,2485,2448,2021-10-23,INV-2152,3040350.0,BDT,Inventory
2449,2486,2449,2023-09-25,INV-3788,450280.54,USD,Inventory
2450,2487,2450,2022-12-24,INV-4315,73260.81,USD,Inventory
2451,2488,2451,2023-02-12,INV-7808,243020.73,CNY,Inventory
2452,2490,2452,2022-04-11,INV-9608,11395.88,USD,Inventory
2453,2491,2453,2021-03-10,INV-2908,5312132.0,BDT,Inventory
2454,2492,2454,2023-01-19,INV-2589,3253363.83,BDT,Inventory
2455,2493,2455,2023-09-23,INV-7343,3349796.94,BDT,Inventory
2456,2494,2456,2023-11-30,INV-4959,2438133.49,BDT,Inventory
2457,2495,2457,2021-04-02,INV-4210,2208680.0,BDT,Opex-Marketing
2458,2496,2458,2023-02-25,INV-7118,5136276.87,BDT,Opex-Marketing
2459,2497,2459,2022-06-25,INV-2828,522131.89,CNY,Inventory
2460,2498,2460,2022-10-29,INV-1181,2445730.12,BDT,Inventory
2461,2499,2461,2020-03-23,INV-0665,743499.0,BDT,Inventory
2462,2500,2462,2021-02-15,INV-7256,3278.32,USD,Inventory
2463,2501,2463,2022-04-12,INV-0234,32540.62,USD,Inventory
2464,2502,2464,2023-10-05,INV-5880,909738.08,BDT,Inventory
2465,2503,2465,2023-12-26,INV-0409,720533.73,CNY,Inventory
2466,2504,2466,2021-01-16,INV-8824,2117027.0,BDT,Opex-Marketing
2467,2505,2467,2021-06-20,INV-2164,3421610.0,BDT,Inventory
2468,2506,2468,2020-11-24,INV-6184,178101.4,USD,Inventory
2469,2507,2469,2023-12-25,INV-6448,37419.7,USD,Inventory
2470,2508,2470,2021-08-22,INV-8449,2389066.0,BDT,Opex-Admin
2471,2509,2471,2023-05-05,INV-2159,28903.64,CNY,Inventory
2472,2510,2472,2020-10-19,INV-9319,3723132.0,BDT,Inventory
2473,2511,2473,2023-06-28,INV-2227,2129131.88,BDT,Inventory
2474,2512,2474,2023-05-28,INV-2673,2274530.6,BDT,Inventory
2475,2513,2475,2023-02-12,INV-2486,5207670.37,BDT,Inventory
2476,2514,2476,2023-02-17,INV-7184,472533.22,USD,Inventory
2477,2515,2477,2022-07-07,INV-7829,9931844.42,BDT,Inventory
2478,2516,2478,2023-07-17,INV-3789,5536498.18,BDT,Inventory
2479,2517,2479,2021-05-05,INV-8407,3805.98,CNY,Inventory
2480,2518,2480,2022-05-22,INV-2337,1495336.57,BDT,Opex-Facility
2481,2519,2481,2023-06-25,INV-9143,268529.85,CNY,Capex-IT
2482,2520,2482,2023-01-22,INV-8451,22677.61,USD,Inventory
2483,2522,2483,2020-11-20,INV-0447,17901.3,USD,Inventory
2484,2523,2484,2023-11-26,INV-1486,178807.66,BDT,Opex-Marketing
2485,2524,2485,2021-06-23,INV-5059,7025213.0,BDT,Inventory
2486,2525,2486,2023-08-25,INV-5283,2327118.57,BDT,Inventory
2487,2526,2487,2021-09-15,INV-9824,50033.17,USD,Inventory
2488,2527,2488,2023-07-29,INV-8790,45533.91,CNY,Inventory
2489,2528,2489,2022-02-22,INV-8687,17920.26,USD,Inventory
2490,2529,2490,2020-07-10,INV-1471,3085038.0,BDT,Inventory
2491,2530,2491,2023-01-30,INV-5091,1108497.23,BDT,Inventory
2492,2531,2492,2023-01-23,INV-1993,1521.9,USD,Inventory
2493,2532,2493,2023-01-07,INV-5931,6047019.47,BDT,Opex-Marketing
2494,2533,2494,2021-12-26,INV-9540,5494327.0,BDT,Inventory
2495,2534,2495,2020-09-03,INV-7544,294438.77,USD,Inventory
2496,2535,2496,2023-02-07,INV-7720,141644.05,USD,Capex-IT
2497,2536,2497,2023-09-15,INV-6791,53869.97,USD,Inventory
2498,2537,2498,2023-09-11,INV-3099,3849572.67,BDT,Inventory
2499,2538,2499,2020-05-20,INV-0729,5365897.0,BDT,Inventory
2500,2539,2500,2020-10-16,INV-6295,1115443.0,BDT,Inventory
2501,2540,2501,2023-09-12,INV-2762,1727375.0,BDT,Inventory
2502,2541,2502,2020-06-03,INV-0612,307872.0,BDT,Opex-Marketing
2503,2542,2503,2024-01-01,INV-8745,4328789.25,BDT,Opex-Facility
